i,icon,type,slot
1223,2127,ROBE,BODY
1224,1232,STAFF,EITHER
1225,1156,AXE,EITHER
1226,1176,HAMMER,EITHER
1227,1264,GUN,RANGE
1228,1279,ASHLD,LEFT
1229,1178,HAMMER,EITHER
1230,1280,ASHLD,LEFT
1231,1212,HAMMER,RGHT
1232,2188,HEVARMOR,BOOT
1233,2068,MEDARMOR,BOOT
1234,2002,LIGARMOR,BOOT
1235,2128,ROBE,BOOT
1236,2488,NONE,BELT
1237,2488,NONE,BELT
1238,2488,NONE,BELT
1239,1264,GUN,RANGE
1240,1154,AXE,EITHER
1241,1174,HAMMER,EITHER
1242,1264,GUN,RANGE
1243,1233,STAFF,RGHT
1244,2196,HEVARMOR,SHOU
1245,2076,MEDARMOR,SHOU
1246,2136,ROBE,SHOU
1247,2010,LIGARMOR,SHOU
1248,357,NONE,NONE
1249,357,NONE,NONE
1250,,,
1251,,,
1252,1159,AXE,EITHER
1253,1218,HAMMER,RGHT
1254,1179,HAMMER,EITHER
1255,1158,AXE,EITHER
1256,2192,NONE,BELT
1257,2006,NONE,BELT
1258,2132,NONE,BELT
1259,2072,NONE,BELT
1260,357,NONE,NONE
1261,357,NONE,NONE
1262,,,
1263,,,
1264,1153,AXE,EITHER
1265,1275,GUN,RANGE
1266,1234,STAFF,RGHT
1267,1217,HAMMER,RGHT
1268,2195,HEVARMOR,GLOV
1269,2075,MEDARMOR,GLOV
1270,2135,ROBE,GLOV
1271,2009,LIGARMOR,GLOV
1272,358,NONE,NONE
1273,358,NONE,NONE
1274,,,
1275,,,
1276,1180,HAMMER,EITHER
1277,1153,AXE,EITHER
1278,1180,HAMMER,EITHER
1279,1265,GUN,RANGE
1280,2194,HEVARMOR,BOOT
1281,2074,MEDARMOR,BOOT
1282,2134,ROBE,BOOT
1283,2008,LIGARMOR,BOOT
1284,359,NONE,NONE
1285,360,NONE,NONE
1286,,,
1287,,,
1288,1283,ASHLD,LEFT
1289,1234,STAFF,RGHT
1290,1158,AXE,EITHER
1291,1180,HAMMER,EITHER
1292,2197,HEVARMOR,HELM
1293,2077,MEDARMOR,HELM
1294,2137,ROBE,HELM
1295,2011,LIGARMOR,HELM
1296,360,NONE,NONE
1297,360,NONE,NONE
1298,,,
1299,,,
1300,1180,HAMMER,EITHER
1301,1283,ASHLD,LEFT
1302,1159,AXE,EITHER
1303,1215,HAMMER,LEFT
1304,2199,HEVARMOR,BODY
1305,2079,MEDARMOR,BODY
1306,2139,ROBE,BODY
1307,2019,LIGARMOR,BODY
1308,357,NONE,NONE
1309,357,NONE,NONE
1310,,,
1311,,,
1312,1161,AXE,EITHER
1313,1222,HAMMER,RGHT
1314,1237,STAFF,RGHT
1315,1276,GUN,RANGE
1316,2202,HEVARMOR,SHOU
1317,2082,MEDARMOR,SHOU
1318,2142,ROBE,SHOU
1319,2022,LIGARMOR,SHOU
1320,357,NONE,NONE
1321,357,NONE,NONE
1322,,,
1323,,,
1324,1285,ASHLD,LEFT
1325,1185,HAMMER,LEFT
1326,1182,HAMMER,EITHER
1327,1182,HAMMER,EITHER
1328,2199,HEVARMOR,BODY
1329,2079,MEDARMOR,BODY
1330,2139,ROBE,BODY
1331,2019,LIGARMOR,BODY
1332,358,NONE,NONE
1333,358,NONE,NONE
1334,,,
1335,,,
1336,1161,AXE,EITHER
1337,1182,HAMMER,EITHER
1338,1237,STAFF,RGHT
1339,1266,GUN,RANGE
1340,2201,HEVARMOR,GLOV
1341,2081,MEDARMOR,GLOV
1342,2141,ROBE,GLOV
1343,2021,LIGARMOR,GLOV
1344,358,NONE,NONE
1345,358,NONE,NONE
1346,,,
1347,,,
1348,1160,AXE,EITHER
1349,1219,HAMMER,RGHT
1350,1185,HAMMER,EITHER
1351,1185,HAMMER,EITHER
1352,1951,NONE,BACK
1353,1951,NONE,BACK
1354,1951,NONE,BACK
1355,1951,NONE,BACK
1356,358,NONE,NONE
1357,358,NONE,NONE
1358,,,
1359,,,
1360,1258,ASHLD,LEFT
1361,1184,HAMMER,EITHER
1362,1237,STAFF,RGHT
1363,1276,GUN,RANGE
1364,2212,HEVARMOR,BOOT
1365,2092,MEDARMOR,BOOT
1366,2152,ROBE,BOOT
1367,2032,LIGARMOR,BOOT
1368,,,
1369,,,
1370,,,
1371,,,
1372,,,
1373,,,
1374,,,
1375,,,
1376,,,
1377,,,
1378,,,
1379,,,
1380,,,
1381,,,
1382,,,
1383,,,
1384,,,
1385,,,
1386,,,
1387,,,
1388,,,
1389,,,
1390,,,
1391,,,
1392,,,
1393,,,
1394,,,
1395,,,
1396,,,
1397,,,
1398,,,
1399,,,
1400,,,
1401,,,
1402,,,
1403,,,
1404,,,
1405,,,
1406,,,
1407,,,
1408,,,
1409,,,
1410,,,
1411,,,
1412,,,
1413,,,
1414,,,
1415,,,
1416,,,
1417,,,
1418,,,
1419,,,
1420,,,
1421,,,
1422,,,
1423,,,
1424,,,
1425,,,
1426,,,
1427,,,
1428,,,
1429,,,
1430,,,
1431,,,
1432,,,
1433,,,
1434,,,
1435,,,
1436,,,
1437,,,
1438,,,
1439,,,
1440,,,
1441,,,
1442,,,
1443,,,
1444,,,
1445,,,
1446,,,
1447,,,
1448,,,
1449,,,
1450,,,
1451,,,
1452,,,
1453,,,
1454,,,
1455,,,
1456,,,
1457,,,
1458,,,
1459,,,
1460,,,
1461,,,
1462,,,
1463,,,
1464,,,
1465,,,
1466,,,
1467,,,
1468,,,
1469,,,
1470,,,
1471,,,
1472,,,
1473,,,
1474,,,
1475,,,
1476,,,
1477,,,
1478,,,
1479,,,
1480,,,
1481,,,
1482,,,
1483,,,
1484,,,
1485,,,
1486,,,
1487,,,
1488,,,
1489,,,
1490,,,
1491,,,
1492,,,
1493,,,
1494,,,
1495,,,
1496,,,
1497,,,
1498,,,
1499,,,
1500,,,
1501,2190,HEVARMOR,SHOU
1502,2070,MEDARMOR,SHOU
1503,1232,STAFF,RGHT
1504,1178,HAMMER,EITHER
1505,1279,ASHLD,LEFT
1506,1368,STAFF,RGHT
1507,2186,NONE,BELT
1508,2066,NONE,BELT
1509,1233,STAFF,RGHT
1510,1214,HAMMER,RGHT
1511,1274,GUN,RANGE
1512,1279,ASHLD,LEFT
1513,381,NONE,ACST
1514,381,NONE,ACST
1515,2197,HEVARMOR,HELM
1516,2077,MEDARMOR,HELM
1517,2137,ROBE,HELM
1518,2011,LIGARMOR,HELM
1519,1275,GUN,RANGE
1520,1234,STAFF,RGHT
1521,1181,HAMMER,EITHER
1522,1158,AXE,EITHER
1523,2194,HEVARMOR,BOOT
1524,2074,MEDARMOR,BOOT
1525,2134,ROBE,BOOT
1526,2008,LIGARMOR,BOOT
1527,1270,XBOW,RANGE
1528,2491,LIGARMOR,GLOV
1529,2487,LIGARMOR,BODY
1530,2503,MEDARMOR,SHOU
1531,2487,LIGARMOR,BODY
1532,2501,MEDARMOR,BODY
1533,2491,LIGARMOR,GLOV
1534,2487,LIGARMOR,BODY
1535,1275,GUN,RANGE
1536,1177,HAMMER,EITHER
1537,1181,HAMMER,LEFT
1538,1282,ASHLD,LEFT
1539,2192,NONE,BELT
1540,2072,NONE,BELT
1541,2132,NONE,BELT
1542,2006,NONE,BELT
1543,2202,HEVARMOR,SHOU
1544,2082,MEDARMOR,SHOU
1545,2142,ROBE,SHOU
1546,2022,LIGARMOR,SHOU
1547,1236,STAFF,RGHT
1548,1182,HAMMER,EITHER
1549,1307,ASHLD,LEFT
1550,1370,STAFF,RGHT
1551,2519,HEVARMOR,GLOV
1552,2505,MEDARMOR,GLOV
1553,2491,LIGARMOR,GLOV
1554,2491,LIGARMOR,GLOV
1555,1951,NONE,BACK
1556,1951,NONE,BACK
1557,1951,NONE,BACK
1558,1951,NONE,BACK
1559,2202,HEVARMOR,SHOU
1560,2082,MEDARMOR,SHOU
1561,2142,ROBE,SHOU
1562,2022,LIGARMOR,SHOU
1563,2199,HEVARMOR,BODY
1564,2079,MEDARMOR,BODY
1565,2139,ROBE,BODY
1566,2019,LIGARMOR,BODY
1567,2203,HEVARMOR,HELM
1568,2083,MEDARMOR,HELM
1569,2143,ROBE,HELM
1570,2023,LIGARMOR,HELM
1571,2210,NONE,BELT
1572,2090,NONE,BELT
1573,2150,NONE,BELT
1574,2030,NONE,BELT
1575,2200,HEVARMOR,BOOT
1576,2080,MEDARMOR,BOOT
1577,2140,ROBE,BOOT
1578,2020,LIGARMOR,BOOT
1579,1285,ASHLD,LEFT
1580,1222,HAMMER,RGHT
1581,1183,HAMMER,EITHER
1582,1276,GUN,RANGE
1583,2506,MEDARMOR,HELM
1584,2520,LIGARMOR,HELM
1585,745,AXE,EITHER
1586,714,HAMMER,EITHER
1587,2519,HEVARMOR,GLOV
1588,2514,LIGARMOR,BOOT
1589,910,NONE,ACST
1590,910,NONE,ACST
1591,910,NONE,ACST
1592,910,NONE,ACST
1593,985,STAFF,RGHT
1594,664,,RANGE
1595,2514,HEVARMOR,BOOT
1596,2489,LIGARMOR,SHOU
1597,950,XBOW,RANGE
1598,2502,NONE,BELT
1599,2488,NONE,BELT
1600,715,HAMMER,EITHER
1601,2515,HEVARMOR,BODY
1602,2503,MEDARMOR,SHOU
1603,985,STAFF,RGHT
1604,950,XBOW,RANGE
1605,2520,HEVARMOR,HELM
1606,2519,LIGARMOR,GLOV
1607,767,ASHLD,LEFT
1608,757,HAMMER,RGHT
1609,2517,HEVARMOR,SHOU
1610,2520,LIGARMOR,HELM
1611,2501,MEDARMOR,BODY
1612,2515,LIGARMOR,BODY
1613,910,NONE,ACST
1614,164,HEVARMOR,GLOV
1615,943,HAMMER,EITHER
1616,2520,LIGARMOR,HELM
1617,766,NONE,RANGE
1618,2505,MEDARMOR,GLOV
1619,2500,MEDARMOR,BOOT
1620,2506,MEDARMOR,HELM
1621,2503,MEDARMOR,SHOU
1622,2489,LIGARMOR,SHOU
1623,2520,HEVARMOR,HELM
1624,757,HAMMER,RGHT
1625,2506,MEDARMOR,HELM
1626,2514,HEVARMOR,BOOT
1627,985,STAFF,RGHT
1628,764,GUN,RANGE
1629,2492,LIGARMOR,HELM
1630,2503,MEDARMOR,SHOU
1631,750,HAMMER,EITHER
1632,2500,MEDARMOR,BOOT
1633,746,AXE,EITHER
1634,751,HAMMER,EITHER
1635,666,,RANGE
1636,2486,LIGARMOR,BOOT
1637,2517,HEVARMOR,SHOU
1638,989,XBOW,RANGE
1639,2505,MEDARMOR,GLOV
1640,767,ASHLD,LEFT
1641,746,AXE,EITHER
1642,2491,LIGARMOR,GLOV
1643,2515,HEVARMOR,BODY
1644,768,ASHLD,LEFT
1645,666,,RANGE
1646,2501,MEDARMOR,BODY
1647,989,XBOW,RANGE
1648,943,HAMMER,EITHER
1649,2487,LIGARMOR,BODY
1650,171,HEVARMOR,GLOV
1651,750,AXE,EITHER
1652,752,HAMMER,EITHER
1653,2188,HEVARMOR,BOOT
1654,2187,HEVARMOR,BODY
1655,2195,HEVARMOR,GLOV
1656,2075,MEDARMOR,GLOV
1657,2135,ROBE,GLOV
1658,2193,HEVARMOR,BODY
1659,2073,MEDARMOR,BODY
1660,2133,ROBE,BODY
1661,2007,LIGARMOR,BODY
1662,2529,ROBE,BODY
1663,2130,ROBE,SHOU
1664,1232,STAFF,RGHT
1665,2488,NONE,BELT
1666,,,
1667,,,
1668,,,
1669,,,
1670,,,
1671,,,
1672,,,
1673,,,
1674,,,
1675,,,
1676,,,
1677,,,
1678,,,
1679,,,
1680,,,
1681,,,
1682,,,
1683,,,
1684,,,
1685,,,
1686,,,
1687,,,
1688,,,
1689,,,
1690,,,
1691,,,
1692,,,
1693,,,
1694,,,
1695,,,
1696,,,
1697,,,
1698,,,
1699,,,
1700,,,
1701,,,
1702,,,
1703,,,
1704,,,
1705,,,
1706,,,
1707,,,
1708,,,
1709,,,
1710,,,
1711,,,
1712,,,
1713,,,
1714,,,
1715,,,
1716,,,
1717,,,
1718,,,
1719,,,
1720,,,
1721,,,
1722,,,
1723,,,
1724,,,
1725,,,
1726,,,
1727,,,
1728,,,
1729,,,
1730,,,
1731,,,
1732,,,
1733,,,
1734,,,
1735,,,
1736,,,
1737,,,
1738,,,
1739,,,
1740,,,
1741,,,
1742,,,
1743,,,
1744,,,
1745,,,
1746,,,
1747,,,
1748,,,
1749,,,
1750,,,
1751,,,
1752,,,
1753,,,
1754,,,
1755,,,
1756,,,
1757,,,
1758,,,
1759,,,
1760,,,
1761,,,
1762,,,
1763,,,
1764,,,
1765,,,
1766,,,
1767,,,
1768,,,
1769,,,
1770,,,
1771,,,
1772,,,
1773,,,
1774,,,
1775,,,
1776,,,
1777,,,
1778,,,
1779,,,
1780,,,
1781,,,
1782,,,
1783,,,
1784,,,
1785,,,
1786,,,
1787,,,
1788,,,
1789,,,
1790,,,
1791,,,
1792,,,
1793,,,
1794,,,
1795,,,
1796,,,
1797,,,
1798,,,
1799,,,
1800,,,
1801,,,
1802,,,
1803,,,
1804,,,
1805,,,
1806,,,
1807,,,
1808,,,
1809,,,
1810,,,
1811,,,
1812,,,
1813,,,
1814,,,
1815,,,
1816,,,
1817,,,
1818,,,
1819,,,
1820,,,
1821,,,
1822,,,
1823,,,
1824,,,
1825,,,
1826,,,
1827,,,
1828,,,
1829,,,
1830,,,
1831,,,
1832,,,
1833,,,
1834,,,
1835,,,
1836,,,
1837,,,
1838,,,
1839,,,
1840,,,
1841,,,
1842,,,
1843,,,
1844,,,
1845,,,
1846,,,
1847,,,
1848,,,
1849,,,
1850,,,
1851,,,
1852,,,
1853,,,
1854,,,
1855,,,
1856,,,
1857,,,
1858,,,
1859,,,
1860,,,
1861,,,
1862,,,
1863,,,
1864,,,
1865,,,
1866,,,
1867,,,
1868,,,
1869,,,
1870,,,
1871,,,
1872,,,
1873,,,
1874,,,
1875,,,
1876,,,
1877,,,
1878,,,
1879,,,
1880,,,
1881,,,
1882,,,
1883,,,
1884,,,
1885,,,
1886,,,
1887,,,
1888,,,
1889,,,
1890,,,
1891,,,
1892,,,
1893,,,
1894,,,
1895,,,
1896,,,
1897,,,
1898,,,
1899,,,
1900,,,
1901,,,
1902,,,
1903,,,
1904,,,
1905,,,
1906,,,
1907,,,
1908,,,
1909,,,
1910,,,
1911,,,
1912,,,
1913,,,
1914,,,
1915,,,
1916,,,
1917,,,
1918,,,
1919,,,
1920,,,
1921,,,
1922,,,
1923,,,
1924,,,
1925,,,
1926,,,
1927,,,
1928,,,
1929,,,
1930,,,
1931,,,
1932,,,
1933,,,
1934,,,
1935,,,
1936,,,
1937,,,
1938,,,
1939,,,
1940,,,
1941,,,
1942,,,
1943,,,
1944,,,
1945,,,
1946,,,
1947,,,
1948,,,
1949,,,
1950,,,
1951,,,
1952,,,
1953,,,
1954,,,
1955,,,
1956,,,
1957,,,
1958,,,
1959,,,
1960,,,
1961,,,
1962,,,
1963,,,
1964,,,
1965,,,
1966,,,
1967,,,
1968,,,
1969,,,
1970,,,
1971,,,
1972,,,
1973,,,
1974,,,
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,,,
1981,,,
1982,,,
1983,,,
1984,,,
1985,,,
1986,,,
1987,,,
1988,,,
1989,,,
1990,,,
1991,,,
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,,,
1998,,,
1999,,,
2000,,,
2001,,,
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
2013,,,
2014,,,
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,,,
2021,,,
2022,,,
2023,,,
2024,,,
2025,,,
2026,,,
2027,,,
2028,,,
2029,,,
2030,,,
2031,,,
2032,,,
2033,,,
2034,,,
2035,,,
2036,,,
2037,,,
2038,,,
2039,,,
2040,,,
2041,,,
2042,,,
2043,,,
2044,,,
2045,,,
2046,,,
2047,,,
2048,,,
2049,,,
2050,,,
2051,,,
2052,,,
2053,,,
2054,,,
2055,,,
2056,,,
2057,,,
2058,,,
2059,,,
2060,,,
2061,,,
2062,,,
2063,,,
2064,,,
2065,,,
2066,,,
2067,,,
2068,,,
2069,,,
2070,,,
2071,,,
2072,,,
2073,,,
2074,,,
2075,,,
2076,,,
2077,,,
2078,,,
2079,,,
2080,,,
2081,,,
2082,,,
2083,,,
2084,,,
2085,,,
2086,,,
2087,,,
2088,,,
2089,,,
2090,,,
2091,,,
2092,,,
2093,,,
2094,,,
2095,,,
2096,,,
2097,,,
2098,,,
2099,,,
2100,,,
2101,,,
2102,,,
2103,,,
2104,,,
2105,,,
2106,,,
2107,,,
2108,,,
2109,,,
2110,,,
2111,,,
2112,,,
2113,,,
2114,,,
2115,,,
2116,,,
2117,,,
2118,,,
2119,,,
2120,,,
2121,,,
2122,,,
2123,,,
2124,,,
2125,,,
2126,,,
2127,,,
2128,,,
2129,,,
2130,,,
2131,,,
2132,,,
2133,,,
2134,,,
2135,,,
2136,,,
2137,,,
2138,,,
2139,,,
2140,,,
2141,,,
2142,,,
2143,,,
2144,,,
2145,,,
2146,,,
2147,,,
2148,,,
2149,,,
2150,,,
2151,,,
2152,,,
2153,,,
2154,,,
2155,,,
2156,,,
2157,,,
2158,,,
2159,,,
2160,,,
2161,,,
2162,,,
2163,,,
2164,,,
2165,,,
2166,,,
2167,,,
2168,,,
2169,,,
2170,,,
2171,,,
2172,,,
2173,,,
2174,,,
2175,,,
2176,,,
2177,,,
2178,,,
2179,,,
2180,,,
2181,,,
2182,,,
2183,,,
2184,,,
2185,,,
2186,,,
2187,,,
2188,,,
2189,,,
2190,,,
2191,,,
2192,,,
2193,,,
2194,,,
2195,,,
2196,,,
2197,,,
2198,,,
2199,,,
2200,,,
2201,,,
2202,,,
2203,,,
2204,,,
2205,,,
2206,,,
2207,,,
2208,,,
2209,,,
2210,,,
2211,,,
2212,,,
2213,,,
2214,,,
2215,,,
2216,,,
2217,,,
2218,,,
2219,,,
2220,,,
2221,,,
2222,,,
2223,,,
2224,,,
2225,,,
2226,,,
2227,,,
2228,,,
2229,,,
2230,,,
2231,,,
2232,,,
2233,,,
2234,,,
2235,,,
2236,,,
2237,,,
2238,,,
2239,,,
2240,,,
2241,,,
2242,,,
2243,,,
2244,,,
2245,,,
2246,,,
2247,,,
2248,,,
2249,,,
2250,,,
2251,,,
2252,,,
2253,,,
2254,,,
2255,,,
2256,,,
2257,,,
2258,,,
2259,,,
2260,,,
2261,,,
2262,,,
2263,,,
2264,,,
2265,,,
2266,,,
2267,,,
2268,,,
2269,,,
2270,,,
2271,,,
2272,,,
2273,,,
2274,,,
2275,,,
2276,,,
2277,,,
2278,,,
2279,,,
2280,,,
2281,,,
2282,,,
2283,,,
2284,,,
2285,,,
2286,,,
2287,,,
2288,,,
2289,,,
2290,,,
2291,,,
2292,,,
2293,,,
2294,,,
2295,,,
2296,,,
2297,,,
2298,,,
2299,,,
2300,,,
2301,,,
2302,,,
2303,,,
2304,,,
2305,,,
2306,,,
2307,,,
2308,,,
2309,,,
2310,,,
2311,,,
2312,,,
2313,,,
2314,,,
2315,,,
2316,,,
2317,,,
2318,,,
2319,,,
2320,,,
2321,,,
2322,,,
2323,,,
2324,,,
2325,,,
2326,,,
2327,,,
2328,,,
2329,,,
2330,,,
2331,,,
2332,,,
2333,,,
2334,,,
2335,,,
2336,,,
2337,,,
2338,,,
2339,,,
2340,,,
2341,,,
2342,,,
2343,,,
2344,,,
2345,,,
2346,,,
2347,,,
2348,,,
2349,,,
2350,,,
2351,,,
2352,,,
2353,,,
2354,,,
2355,,,
2356,,,
2357,,,
2358,,,
2359,,,
2360,,,
2361,,,
2362,,,
2363,,,
2364,,,
2365,,,
2366,,,
2367,,,
2368,,,
2369,,,
2370,,,
2371,,,
2372,,,
2373,,,
2374,,,
2375,,,
2376,,,
2377,,,
2378,,,
2379,,,
2380,,,
2381,,,
2382,,,
2383,,,
2384,,,
2385,,,
2386,,,
2387,,,
2388,,,
2389,,,
2390,,,
2391,,,
2392,,,
2393,,,
2394,,,
2395,,,
2396,,,
2397,,,
2398,,,
2399,,,
2400,,,
2401,,,
2402,,,
2403,,,
2404,,,
2405,,,
2406,,,
2407,,,
2408,,,
2409,,,
2410,,,
2411,,,
2412,,,
2413,,,
2414,,,
2415,,,
2416,,,
2417,,,
2418,,,
2419,,,
2420,,,
2421,,,
2422,,,
2423,,,
2424,,,
2425,,,
2426,,,
2427,,,
2428,,,
2429,,,
2430,,,
2431,,,
2432,,,
2433,,,
2434,,,
2435,,,
2436,,,
2437,,,
2438,,,
2439,,,
2440,,,
2441,,,
2442,,,
2443,,,
2444,,,
2445,,,
2446,,,
2447,,,
2448,0,NONE,NONE
2449,,,
2450,,,
2451,,,
2452,,,
2453,,,
2454,,,
2455,,,
2456,,,
2457,,,
2458,,,
2459,,,
2460,,,
2461,,,
2462,,,
2463,,,
2464,,,
2465,,,
2466,,,
2467,,,
2468,,,
2469,,,
2470,,,
2471,,,
2472,,,
2473,,,
2474,,,
2475,,,
2476,,,
2477,,,
2478,,,
2479,,,
2480,,,
2481,,,
2482,,,
2483,,,
2484,,,
2485,,,
2486,,,
2487,,,
2488,,,
2489,,,
2490,,,
2491,,,
2492,,,
2493,,,
2494,,,
2495,,,
2496,,,
2497,,,
2498,,,
2499,,,
2500,,,
2501,1269,XBOW,RANGE
2502,1264,GUN,RANGE
2503,1280,ASHLD,LEFT
2504,1175,HAMMER,EITHER
2505,2069,MEDARMOR,GLOV
2506,2129,ROBE,GLOV
2507,2003,LIGARMOR,GLOV
2508,2189,HEVARMOR,GLOV
2509,2070,MEDARMOR,SHOU
2510,2130,ROBE,SHOU
2511,2004,LIGARMOR,SHOU
2512,2190,HEVARMOR,SHOU
2513,2066,NONE,BELT
2514,2126,NONE,BELT
2515,2000,NONE,BELT
2516,2186,NONE,BELT
2517,1151,AXE,EITHER
2518,1232,STAFF,RGHT
2519,1213,HAMMER,RGHT
2520,1274,GUN,RANGE
2521,2068,MEDARMOR,BOOT
2522,2128,ROBE,BOOT
2523,2002,LIGARMOR,BOOT
2524,2188,HEVARMOR,BOOT
2525,2067,MEDARMOR,BODY
2526,2127,ROBE,BODY
2527,2001,LIGARMOR,BODY
2528,2187,HEVARMOR,BODY
2529,2009,LIGARMOR,GLOV
2530,2135,ROBE,GLOV
2531,2075,MEDARMOR,GLOV
2532,2195,HEVARMOR,GLOV
2533,2006,NONE,BELT
2534,2132,NONE,BELT
2535,2072,NONE,BELT
2536,2192,NONE,BELT
2537,2007,LIGARMOR,BODY
2538,2133,ROBE,BODY
2539,2073,MEDARMOR,BODY
2540,2193,HEVARMOR,BODY
2541,1281,ASHLD,LEFT
2542,1181,HAMMER,LEFT
2543,1181,HAMMER,EITHER
2544,1216,HAMMER,RGHT
2545,2008,LIGARMOR,BOOT
2546,2134,ROBE,BOOT
2547,2074,MEDARMOR,BOOT
2548,2194,HEVARMOR,BOOT
2549,1179,HAMMER,EITHER
2550,1153,AXE,EITHER
2551,381,NONE,ACST
2552,381,NONE,ACST
2553,381,NONE,ACST
2554,381,NONE,ACST
2555,1265,GUN,RANGE
2556,1177,HAMMER,EITHER
2557,2010,LIGARMOR,SHOU
2558,2136,ROBE,SHOU
2559,2076,MEDARMOR,SHOU
2560,2196,HEVARMOR,SHOU
2561,2011,LIGARMOR,HELM
2562,2137,ROBE,HELM
2563,2077,MEDARMOR,HELM
2564,2197,HEVARMOR,HELM
2565,1265,GUN,RANGE
2566,1265,GUN,RANGE
2567,1235,STAFF,RGHT
2568,1275,GUN,RANGE
2569,1258,ASHLD,LEFT
2570,1185,HAMMER,EITHER
2571,1182,HAMMER,EITHER
2572,1276,GUN,RANGE
2573,2199,HEVARMOR,BODY
2574,2079,MEDARMOR,BODY
2575,2139,ROBE,BODY
2576,2019,LIGARMOR,BODY
2577,1161,AXE,EITHER
2578,1222,HAMMER,RGHT
2579,1236,STAFF,RGHT
2580,1183,HAMMER,EITHER
2581,2200,HEVARMOR,BOOT
2582,2080,MEDARMOR,BOOT
2583,2140,ROBE,BOOT
2584,2020,LIGARMOR,BOOT
2585,381,NONE,ACST
2586,381,NONE,ACST
2587,381,NONE,ACST
2588,381,NONE,ACST
2589,2203,HEVARMOR,HELM
2590,2083,MEDARMOR,HELM
2591,2143,ROBE,HELM
2592,2023,LIGARMOR,HELM
2593,2198,NONE,BELT
2594,2078,NONE,BELT
2595,2138,NONE,BELT
2596,2018,NONE,BELT
2597,1266,GUN,RANGE
2598,1184,HAMMER,EITHER
2599,1237,STAFF,RGHT
2600,1276,GUN,RANGE
2601,381,NONE,ACST
2602,381,NONE,ACST
2603,381,NONE,ACST
2604,381,NONE,ACST
2605,1161,AXE,EITHER
2606,1182,HAMMER,EITHER
2607,1182,HAMMER,EITHER
2608,1266,GUN,RANGE
2609,2201,HEVARMOR,GLOV
2610,2081,MEDARMOR,GLOV
2611,2141,ROBE,GLOV
2612,2021,LIGARMOR,GLOV
2613,381,NONE,ACST
2614,381,NONE,ACST
2615,381,NONE,ACST
2616,381,NONE,ACST
2617,2199,HEVARMOR,BODY
2618,2079,MEDARMOR,BODY
2619,2139,ROBE,BODY
2620,2019,LIGARMOR,BODY
2621,2202,HEVARMOR,SHOU
2622,2082,MEDARMOR,SHOU
2623,2142,ROBE,SHOU
2624,2022,LIGARMOR,SHOU
2625,1951,NONE,BACK
2626,1951,NONE,BACK
2627,1951,NONE,BACK
2628,1951,NONE,BACK
2629,,,
2630,,,
2631,,,
2632,,,
2633,,,
2634,,,
2635,,,
2636,,,
2637,,,
2638,,,
2639,,,
2640,,,
2641,,,
2642,,,
2643,,,
2644,,,
2645,,,
2646,,,
2647,,,
2648,,,
2649,,,
2650,,,
2651,,,
2652,,,
2653,,,
2654,,,
2655,,,
2656,,,
2657,,,
2658,,,
2659,,,
2660,,,
2661,,,
2662,,,
2663,,,
2664,,,
2665,,,
2666,,,
2667,,,
2668,,,
2669,,,
2670,,,
2671,,,
2672,,,
2673,,,
2674,,,
2675,,,
2676,,,
2677,,,
2678,,,
2679,,,
2680,,,
2681,,,
2682,,,
2683,,,
2684,,,
2685,,,
2686,,,
2687,,,
2688,,,
2689,,,
2690,,,
2691,,,
2692,,,
2693,,,
2694,,,
2695,,,
2696,,,
2697,,,
2698,,,
2699,,,
2700,,,
2701,,,
2702,,,
2703,,,
2704,,,
2705,,,
2706,,,
2707,,,
2708,,,
2709,,,
2710,,,
2711,,,
2712,,,
2713,,,
2714,,,
2715,,,
2716,,,
2717,,,
2718,,,
2719,,,
2720,,,
2721,,,
2722,,,
2723,,,
2724,,,
2725,,,
2726,,,
2727,,,
2728,,,
2729,,,
2730,,,
2731,,,
2732,,,
2733,,,
2734,,,
2735,,,
2736,,,
2737,,,
2738,,,
2739,,,
2740,,,
2741,,,
2742,,,
2743,,,
2744,,,
2745,,,
2746,,,
2747,,,
2748,,,
2749,,,
2750,,,
2751,,,
2752,,,
2753,,,
2754,,,
2755,,,
2756,,,
2757,,,
2758,,,
2759,,,
2760,,,
2761,,,
2762,,,
2763,,,
2764,,,
2765,,,
2766,,,
2767,,,
2768,,,
2769,,,
2770,,,
2771,,,
2772,,,
2773,,,
2774,,,
2775,,,
2776,,,
2777,,,
2778,,,
2779,,,
2780,,,
2781,,,
2782,,,
2783,,,
2784,,,
2785,,,
2786,,,
2787,,,
2788,,,
2789,,,
2790,,,
2791,,,
2792,,,
2793,,,
2794,,,
2795,,,
2796,,,
2797,,,
2798,,,
2799,,,
2800,,,
2801,,,
2802,,,
2803,,,
2804,,,
2805,,,
2806,,,
2807,,,
2808,,,
2809,,,
2810,,,
2811,,,
2812,,,
2813,,,
2814,,,
2815,,,
2816,,,
2817,,,
2818,,,
2819,,,
2820,,,
2821,,,
2822,,,
2823,,,
2824,,,
2825,,,
2826,,,
2827,,,
2828,,,
2829,,,
2830,,,
2831,,,
