Effect Id,Vfx Id,Type,Id,Description:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,9,0,328,Burning (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;RvR Fortress Lords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Empire Fortress Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1,1,54,Detonate - Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2,0,28,Detonate - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2,0,546,Shield Flashes when event triggers and attacker takes dmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,3,0,409,Flame shield on Ally Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Chaos Fortress Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1,0,2764,Pandemonium - Cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1,0,712,Glean Magic - Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1,0,2613,Roiling Winds - Looping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Dwarf Fortress Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1,0,54,Axe Toss - Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Greenskin Fortress Lord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1,0,54,Lob Choppa - Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Career Badges,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,12,0,2475,Mice explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2,0,552,Disk effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,12,0,2475,Mice explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,12,0,2475,Mice explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,12,0,2475,Mice explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,6,0,0,Debuff of stats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,6,0,565,Debuff of critical hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,7,0,2738,Holy Aura Looping for duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,6,0,2733,Debuffs resists (looping Dark shield),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,6,0,2734,Debuff str and tough (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2,0,2739,Weapon Effect (Looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,3,0,564,Proc damage impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3,0,2737,Campfire effect (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2,0,62,Heal effect on players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,6,0,0,Debuff a random stat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,9,0,2754,Throws a pie and hits another player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,8,0,2753,Projectile pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2,0,2692,Damage Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,3,0,2564,Elemental Weapon Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2,0,406,Damage Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,3,0,2563,Elemental Weapon Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2,0,180,Damage Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,3,0,2567,Elemental Weapon Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Temporary TEST abilities - 29 Apr08 ~Nate L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,5,0,2181,AOE blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,7,0,2196,Impacts on targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,5,0,2181,AOE blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,7,0,2196,Impacts on targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2,0,921,Damage Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,3,0,2742,Elemental Weapon Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2,0,920,Damage Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,3,0,2566,Elemental Weapon Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2,0,0,Damage Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Volatile potion effects - for when crafted potions misfire badly when consumed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,0,562,Self knocked down from potion misfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1,0,389,Self silenced from potion misfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1,0,260,Self disarmed from potion misfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,5,0,3055,Swarm Shield effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,3,0,1960,Swarm attack effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Ironbreaker Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,5,0,1640,Oath Friend buff on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,7,0,0,Additional DoT from tactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,1,0,1636,Armor buff on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,5,0,1636,Armor buff on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1,0,1637,Toughness buff on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,7,0,1643,Snare on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,8,0,2340,Movement Barb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,8,0,576,Taunt on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,7,0,577,Taunt effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1,0,2869,Taunt Glow effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,7,0,1644,Initiative debuff on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,8,0,2029,Crit chance debuff on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,5,0,615,Guard on friendly Target. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,3,0,564,Damage done to Swordmaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,2,0,560,Damage transfer/shielded effect on Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,8,0,242,Guard glow on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,9,0,236,Guard glow on Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,1,0,1639,Strength buff on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,2,0,2020,Willpower buff on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,5,0,2020,Willpower buff on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,3,0,562,Knockdown on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,3,1,54,Knockdown on target Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,9,0,1649,Knockback on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,7,0,0,Additional DoT from tactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,5,0,2023,Corp. Resist buff on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,1,0,1635,Autoattack speed buff on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,8,0,576,Taunt on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,7,0,577,Taunt effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1,0,2869,Taunt Glow effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,7,0,2022,"Cooldowns increased on target, from tactic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,2,0,562,Knockdown on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,2,1,54,Knockdown on target Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,7,0,627,Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,7,0,2025,Armor debuff on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,5,0,2024,AP gain on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1,0,2358,Effect on self while channeling Hold The Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,5,0,2359,Ally has gained Hold The Line defense from me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,6,0,0,Removes Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,2,0,0,Direct Damage done after blessing removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Ironbreaker Spec Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,5,0,2030,Initiative buff on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1,0,1029,Heal on self from event (Standin heal until DW heals finalized),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,5,0,1029,Heal on ally from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1,0,2032,Shield buff Looping for duration. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,7,0,686,Damage to target from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,5,0,1639,Strength buff on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,9,0,562,Knockdown on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,9,1,54,Knockdown on target Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,5,0,2027,Dmg absorb shield on ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,7,0,1643,Snare on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,0,1029,Periodic heal on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Ironbreaker Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,7,0,728,rage aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,8,0,1636,Defence up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,9,0,2021,Grudge up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,5,0,2003,DW Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,7,0,2026,Run speed boost on self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,6,0,1029,"Self Heal (occurs at same time as speed boost, may not be needed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1,0,2577,Outgoing Heal debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,5,0,768,AP restore on group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Ironbreaker Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,7,0,2609,Root on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,5,0,2027,Dmg absorb shield on group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,5,0,2605,"Buff Dodge, Parry, Disrupt% on group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,5,0,2607,Heal over time on group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Slayer Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,3,0,1643,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,7,0,0,Toughness Debuff (removed due to spamming),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,7,0,2577,Reduces incoming healing on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,9,0,421,Damage to additional targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,7,0,1082,impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,7,0,2029,Target cannot Crit debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,5,0,884,Detaunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,5,0,1086,AP cost reduction buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2,1,54,Knockdown anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,2,0,0,Knockdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1,0,1539,Disarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2,0,0,Damage on SET TACTIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1,0,860,Looping Buff for the duration of effect (rune version 796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,8,0,806,you will take 5% more damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,7,0,817,deals damage back to the attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1,0,1259,Stage one Rage effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,2,0,0,Stage two Rage effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,3,0,0,Lifetap heal effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,3,0,825,Effect that plays off caster when he attacks the target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,1,0,1639,weaponskill increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2,0,0,armor debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1,0,832,Looping buff on the weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,3,0,0,wounds debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1,0,1109,Breaker effect that appears if there is a buff to remove. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,6,0,1643,snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,8,0,2022,Cooldown Timer Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1,0,960,Initial impact that lingers for duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,7,0,2005,pbae from target (Pulse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2,0,406,Impact from the AoE (targets),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Slayer Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,7,0,1087,Impact ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Slayer Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,3,1,54,Knockdown animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,5,0,795,Incoming healing debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,0,526,Buff Groupmates attacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,5,0,779,Incoming healing debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Engineer Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,7,0,1643,Snare on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,7,0,322,Initial explosion on main target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,8,0,406,Impacts on area targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,7,0,1224,Removes Stagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,9,0,2178,Dust cloud from repairing turret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,9,0,2773,AOE effect from caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,7,0,2752,Coporeal Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
