NIF,NIF,NIF,Type,,,,,,
365,AcidImpact_wall,vfx_IMP_AcidImpact_wall,0,,,,,,
366,ChaosBuildup,vfx_CAST_ChaosBuildup,0,,,,,,
367,AcidGeyser,vfx_ATK_AcidGeyser,0,,,,,,
368,Chaos_Flash01,vfx_CAST_Chaos_Flash01,0,,,,,,
369,Malestrom AoE,vfx_AOE_Malestrom,0,,,,,,
370,Chaos Zap Projectile,vfx_PROJ_ChaosZap,0,,,,,,
371,Large fireball with impact,vfx_AMB_LargeFireballwithImpact,,,,,,,
372,PH_Stun,PH_Stun,0,,,,,,
373,PH_Snare,PH_Snare,0,,,,,,
374,PH_SetBack,PH_SetBack,0,,,,,,
375,PH_Root,PH_Root,0,,,,,,
376,PH_Projectile,PH_Projectile,0,,,,,,
377,PH_Looping,PH_Looping,0,,,,,,
378,PH_KnockDown,PH_KnockDown,0,,,,,,
379,PH_KnockBack,PH_KnockBack,0,,,,,,
380,PH_Impact,PH_Impact,0,,,,,,
381,PH_Healing,PH_Healing,0,,,,,,
382,PH_Haste,PH_Haste,0,,,,,,
383,PH_DOT,PH_DOT,0,,,,,,
384,PH_DeBuff,PH_DeBuff,0,,,,,,
385,PH_Casting,PH_Casting,0,,,,,,
386,PH_Burn,PH_Burn,0,,,,,,
387,PH_Buildup,PH_Buildup,0,,,,,,
388,PH_Buff,PH_Buff,0,,,,,,
389,PH_Aura,PH_Aura,0,,,,,,
390,PH_AOE,PH_AOE,0,,,,,,
391,PH_Activate,PH_Activate,0,,,,,,
392,PH_VFX,PH_VFX,0,,,,,,
393,Waterfall Barrel,vfx_orc_waterfall_barrel,0,,,,,,
394,DBUFF_Inflammability,vfx_DeBuff_Inflammability,0,,,,,,
395,Fire Breath attack 2,vfx_CONE_FireBreath2,0,,,,,,
396,BUFF_Burnout,vfx_BUFF_Burnout,0,,,,,,
397,AOE_Meteor Shower,vfx_ATK_MeteorShower,0,,,,,,
398,BUFF_Flames of Rhuin,vfx_BUFF_FlamesofRhuin,0,,,,,,
399,DBUF_ Distracting burst,vfx_DBUF_DistractingBurst,0,,,,,,
400,Flame Spout,vfx_ATK_FireStormFlamespout,0,,,,,,
401,AOE_Powerburn,vfx_AOE_PowerBurn,0,,,,,,
402,DBUF_Powerburn,vfx_DBUF_PowerBurn,0,,,,,,
403,Full Staff Activate,vfx_CAST_BWStaffActivate,0,,,,,,
404,Fireball Impact,vfx_ATK_FireballImpact,0,,,,,,
405,Weight of Guilt Impact,vfx_ATK_WeightofGuilt_Impact,0,,,,,,
406,Weight of Guilt Status,vfx_ATK_WeightofGuilt_Linger,0,,,,,,
407,Healing Hands,vfx_BUF_HealingHands,0,,,,,,
408,Warrior Priest Build Aura,vfx_AURA_WPBuildAura,0,,,,,,
409,Warrior Priest Cast Light,vfx_CAST_WPCastingLight,0,,,,,,
410,WP_Impact_Smite,vfx_WP_Impact_Smite,0,,,,,,
411,WP_Impact_Judgment,vfx_WP_Impact_Judgment,0,,,,,,
412,WP_Impact_Wave_Righteousness,vfx_WP_Impact_Wave_Righteousness,0,,,,,,
413,Warrior Priest Group Heal,vfx_AOE_GroupHeal,0,,,,,,
414,WP_Impact_Righteousness,vfx_WP_Impact_Righteousness,0,,,,,,
415,Warrior Priest Hammer Flare,vfx_BUFF_EMP_Hammer_Flare,0,,,,,,
416,BUFF_Prayer_Absolution,vfx_BUFF_Prayer_Absolution,0,,,,,,
417,Raise_BreathofSigmar,vfx_EMP_BreathofSigmar,0,,,,,,
418,Hammer Build Swing,vfx_BUFF_EMP_Hammer_BuildSwing,0,,,,,,
419,WeaponTrail_Holy,vfx_WeaponTrail_Holy,2,,,,,,
420,vfx_DeBuff_Harbringer,vfx_DeBuff_Harbringer_01,0,,,,,,
421,Dark Medicine,vfx_BUF_ChaosHeal_Reparation,0,,,,,,
422,Dark Cleansing,vfx_BUFF_DarkCleansing,0,,,,,,
423,Mark of TzeetchesWill,vfx_BUFF_MarkofTzeetchsWill,0,,,,,,
424,PROJ_Purple Potion,vfx_PROJ_PurplePotion,0,,,,,,
425,Weapon Trail_Purple,vfx_Weapontrail_Purple,2,,,,,,
426,Ritual Ring Blue,vfx_BUFF_Ritual of Exsanguination_PULSE,0,,,,,,
427,Ritual Ring Red,vfx_BUFF_Ritual of Fragility_PULSE,0,,,,,,
428,vfx_Invoke_orangefire,vfx_Invoke_orangefire,0,,,,,,
429,vfx_damage_Buff_Exhaustive,vfx_damage_Buff_Exhaustive,0,,,,,,
430,vfx_damage_DeBuff_Exhaustive,vfx_damage_DeBuff_Exhaustive,0,,,,,,
431,vfx_RVR_PulsingRingDecal,vfx_RVR_PulsingRingDecal,0,,,,,,
432,DoT_Demon Spittle,vfx_DOT_DemonSpittle2,0,,,,,,
433,Red Potion Bottle,vfx_PROJ_RedPotion,0,,,,,,
434,Ritual Heal ,vfx_BUF_ChaosHeal_Ritual,0,,,,,,
435,Ritual Damage,vfx_ATK_RitualDamage,0,,,,,,
436,Ritual Buff,vfx_BUFF_RitualBuff,0,,,,,,
437,Ritual Debuff,vfx_DBUF_RitualDebuff,0,,,,,,
438,Mark of Darkness,vfx_BUFF_MarkofDarkness,0,,,,,,
439,Mark of Demonic Hero,vfx_BUFF_MarkDaemonicHero,0,,,,,,
440,PROJ_Dark Energy,vfx_PROJ_Dark_Energy,0,,,,,,
441,Tzeentch Energy Shield,vfx_BUF_TzeentchWillShield,0,,,,,,
442,Large Claw Slashes,vfx_ATK_ClawSlashes,0,,,,,,
443,LOOP Ritual Ring Blue,vfx_BUFF_Ritual of Exsanguination,0,,,,,,
444,LOOP Ritual Ring Red,vfx_BUFF_Ritual of Fragility,0,,,,,,
445,fetish_Buildup01,vfx_glow_fetish_Buildup01,0,,,,,,
446,fetish_Cast01,vfx_glow_fetish_Cast01,0,,,,,,
447,Deamon_Spittle_Build,vfx_Deamon_Spittle_Build,0,,,,,,
448,Demon_Spittle,vfx_CONE_CH_DemonSpittle,0,,,,,,
449,Demonspittle Spray,vfx_CONE_Demonspittle,0,,,,,,
450,PROJ_Blue Potion Bottle,vfx_PROJ_BluePotion,0,,,,,,
451,Flameshield impact,vfx_BUFF_FireShieldImpact,0,,,,,,
452,Zealot Res effect Accept,vfx_RES_ChaosZealotRes,0,,,,,,
453,Zealot Res effect Cast,vfx_RES_ChaosZealotRes_Cast,0,,,,,,
454,RVR Orbiting Skull,vfx_RVR_OrbitingSkull,0,,,,,,
455,RVR Objective Light,vfx_SCN_ObjectiveLight_RVR,0,,,,,,
456,RVR Dropped Skull,vfx_RVR_Skull_Dropped,0,,,,,,
457,Magus Disk Effects,vfx_ITEM_MagusDiskLight,0,,,,,,
458,Chaos_Flash02_Orange,vfx_CAST_Chaos_Flash02,0,,,,,,
459,Large Orc Head,vfx_orc_OrkHead_Large,0,,,,,,
460,DeBuff_Rust_Impact,vfx_DeBuff_Rust,0,,,,,,
461,Flameing Arrow Projectile High Arc,vfx_PROJ_orc_FireArrow2,0,,,,,,
462,IMPACT_Blood Left to Right,vfx_HIT_Blood_LtoRSlash_Impact,0,,,,,,
463,IMPACT_Blue Ring Flash,vfx_HIT_BlueRingImpact,0,,,,,,
464,IMPACT_Double Blue Ring Flash,vfx_HIT_DoubleBlueRingImpact,0,,,,,,
465,IMPACT_Green Flash,vfx_HIT_GreenFlashImpact,0,,,,,,
466,IMPACT_Orange Knockback,vfx_HIT_OrangeImpact_Knockback,0,,,,,,
467,IMPACT_Purple Flash,vfx_HIT_PurpleImpact,0,,,,,,
468,IMPACT_Red Flash,vfx_HIT_RedFlashImpact,0,,,,,,
469,IMPACT_White Flash,vfx_HIT_WhiteFlashImpact,0,,,,,,
470,Weapon Trail_Purple_Long,vfx_Weapontrail_Purple_Long,2,,,,,,
471,Shout Dirt Gust Behind,vfx_DBUF_ShoutGust_Behind,0,,,,,,
472,Shout Dirt Gust Front,vfx_DBUF_ShoutGust_Front,0,,,,,,
473,Shout Mouth Cone,vfx_CAST_ShoutCone_RedPurple,0,,,,,,
474,Target_Taunt01_Looping,vfx_Debuff_Taunt01,0,,,,,,
475,Buff_Taunt01_Looping,vfx_Buff_Taunt01,0,,,,,,
476,Guard Defend,vfx_BUF_Orc_Gaurd_Defense,0,,,,,,
477,Guard Absorb,vfx_BUF_Orc_Gaurd_Absorb,0,,,,,,
478,Snare_Break01,vfx_Snare_Break01,0,,,,,,
479,Target_Taunt02,vfx_Debuff_Taunt02,0,,,,,,
480,Buff_Taunt02,vfx_Buff_Taunt02,0,,,,,,
481,AOE_Orcish Green,vfx_AOE_orc_Green2,0,,,,,,
482,SNARE_Orc,vfx_DBUF_OrcSnare,0,,,,,,
483,ROOT_Rocks,vfx_DBUF_RockRoot,0,,,,,,
484,Basic shout Cone,vfx_CAST_ShoutCone_Basic,0,,,,,,
485,Dustring with Cracks,vfx_CAST_CrackDustring,0,,,,,,
486,WEAPONTRAIL_Green,vfx_Weapontrail_Green_Long,2,,,,,,
487,Impact_Stars,vfx_Impact_Stars,0,,,,,,
488,CAST_Stomp,vfx_CAST_Stomp,0,,,,,,
489,Impact_BigSmashin,vfx_Impact_BigSmashin,0,,,,,,
490,Impact_Groin,vfx_Impact_Groin,0,,,,,,
491,Waagh Status remove,vfx_BUF_Orc_Cantstopwaagh,0,,,,,,
492,Tester0001,vfx_HEAL_LightnoRune,0,,,,,,
493,PROJ_Bullet_Dark,vfx_PROJ_Bullet_Dark,0,,,,,,
494,Explo_Landmine,vfx_Explo_Landmine,0,,,,,,
495,buildup_ground,vfx_buildup_ground,0,,,,,,
496,CAST_Halt_Ring&Energy,vfx_Cast_Halt_Ring,0,,,,,,
497,CAST_HALT_Rune_Life,vfx_Cast_Halt_Rune_Life,0,,,,,,
498,CAST_HALT_StaffLight,vfx_Cast_Halt_Staff,0,,,,,,
499,CAST_Runering&Light,vfx_Cast_Runering&Light,0,,,,,,
500,HEAL Heal Over time,vfx_HEAL_DWRegen,0,,,,,,
501,HEAL Light no Rune,vfx_HEAL_LightnoRune,0,,,,,,
502,AOE Healing Light Decal,vfx_DECAL_AoE_Heallightring,0,,,,,,
503,CAST_HALT_Rune_Striking,vfx_Cast_Halt_Rune_Striking,0,,,,,,
504,CAST_Halt_Ring&Electric,vfx_Cast_Halt_Ring_Striking,0,,,,,,
505,Lightning Strike ,vfx_ATK_LightningStrike,0,,,,,,
506,CAST_Halt_FireRing&Rune,vfx_Cast_Halt_Ring_Immolation,0,,,,,,
507,Sundering Fissure ,vfx_ATK_RuneofSundering,0,,,,,,
508,rune_Sbinding,vfx_rune_Sbinding,0,,,,,,
509,rune_Smiting,vfx_rune_Smiting,0,,,,,,
510,rune_adamant,vfx_rune_adamant,0,,,,,,
511,buildup_ring01,vfx_buildup_ring01,0,,,,,,
512,buildup_ring02,vfx_buildup_ring02,0,,,,,,
513,buildup_ring03,vfx_buildup_ring03,0,,,,,,
514,AOE RuneRing Striking,vfx_AoE_BlueStrikingRing,0,,,,,,
515,Single lightning Strike(For AoE),DW_AoE_LightningStrike_Single,0,,,,,,
516,ROOT Rune Electric,vfx_ROOT_DWElectricRoot,0,,,,,,
517,GUARD_DW_Absorb,vfx_BUF_DW_Absorb,0,,,,,,
518,GUARD_DW_Defense,vfx_BUF_DW_Defense,0,,,,,,
519,Defense Buff DW,vfx_BUFF_DW_Defense1,0,,,,,,
520,Large Blood Impact,vfx_HIT_Blood_Large_Impact,0,,,,,,
521,Dispel Movement Impairment,vfx_BUFF_SlowDispel,0,,,,,,
522,STANCE_Inspiration,vfx_BUFF_InspirationStance,0,,,,,,
523,STANCE_Stone,vfx_BUFF_StoneStance,0,,,,,,
524,STANCE_Obstruction,vfx_BUFF_ObstructionStance,0,,,,,,
525,Dwarf Status Removal,vfx_BUFF_DWRemove,0,,,,,,
526,Dwarf Snare,vfx_DBUF_DWSnare,0,,,,,,
527,IMPACT_Shield bash,vfx_HIT_ReverbBlueRingImpact,0,,,,,,
528,WEAPONTRAIL_Blue,vfx_Weapontrail_Blue,2,,,,,,
529,ROOT DW Rocks,vfx_DBUF_DW_RockRoot,0,,,,,,
530,HEAL_Orc Heal over time,vfx_BUF_OrcHealoverTime,0,,,,,,
531,HEAL_Orc Basic Heal,vfx_BUF_ORC_HealLevel1,0,,,,,,
532,Impact_DebtSmash,vfx_Impact_DebtSmash,0,,,,,,
533,IMPACT_Shatter Sparks,vfx_HIT_OrangeBlueImpact_Shatter,0,,,,,,
534,IMPACT_Orange Blue,vfx_HIT_Impact_Shatter_sparks,0,,,,,,
535,RUNE_SpellBreak(eater),vfx_Cast_Halt_Rune_Spellbreaker,0,,,,,,
536,CONE_Melee Swipe Cone,vfx_CONE_SwipeCone,0,,,,,,
537,Dustring ,vfx_CAST_Dustring,0,,,,,,
538,Orc Defense Buff 2,vfx_BUFF_ORC_Defense1,0,,,,,,
539,Gunblast_small,vfx_Gunblast_small,0,,,,,,
540,RUNE_Capability_Use,vfx_DW_OathRuneCapability_Use,0,,,,,,
541,RUNE_Fury_Use,vfx_DW_OathRuneFury_Use,0,,,,,,
542,RUNE_Rebirth_Use,vfx_DW_OathRuneLife_Use,0,,,,,,
543,RUNE_Sanctuary_Use,vfx_DW_OathRuneSanctuary_Use,0,,,,,,
544,ATK_Caltop,vfx_ATK_Caltop,0,,,,,,
545,Impact_Nitro,vfx_Impact_Nitro,0,,,,,,
546,Atk_Nitro,vfx_Atk_Nitro,0,,,,,,
547,Impact_oil,vfx_Impact_oil,0,,,,,,
548,Ground_oil,vfx_Ground_oil,0,,,,,,
549,ground_Caltop,vfx_ground_Caltop,0,,,,,,
550,CAST_Mortar Fire,vfx_PROP_MorterFiring,0,,,,,,
551,IMPACT_Mortar Impact,vfx_EXPL_MorterGroundImpact,0,,,,,,
552,AOE_PoisonGasJets,vfx_AOE_PoisonGasJets,0,,,,,,
553,IMPACT_Poison Gas,vfx_IMP_PoisonGasImpact,0,,,,,,
554,RVR_Orbiting Bomb,vfx_RVR_OrbitingBomb,0,,,,,,
555,RVR_Objective light Red,vfx_SCN_ObjectiveLight_Red_RVR,0,,,,,,
556,RVR_Bomb Dropped,vfx_RVR_Bomb_Dropped,0,,,,,,
557,RVR_Murderball Damage,vfx_RVR_MurderballDamage,0,,,,,,
558,AOE Firey Blast Ring,vfx_AoE_FireyBlastring,0,,,,,,
559,Green Light Ring,vfx_LGHT_SQGreenLight,0,,,,,,
560,Holy Cone Swipe Attack,vfx_CONE_SwipeCone_Holy,0,,,,,,
561,AOE Prayer Light,vfx_AoE_PrayerLight,0,,,,,,
562,BUFF Prayer Light Received,vfx_BUFF_PrayerLight_Recieved,0,,,,,,
563,AOE Prayer Light Blue,vfx_AoE_PrayerLight_Blue,0,,,,,,
564,BUFF Prayer Light Received Blue,vfx_BUFF_PrayerLight_Blue_Recieved,0,,,,,,
565,AOE Prayer Light Green,vfx_AoE_PrayerLight_Green,0,,,,,,
566,BUFF Prayer Light Received Green,vfx_BUFF_PrayerLight_Green_Recieved,0,,,,,,
567,AOE Prayer Light Gold,vfx_AoE_PrayerLight_Gold,0,,,,,,
568,BUFF Prayer Light Received Gold,vfx_BUFF_PrayerLight_Gold_Recieved,0,,,,,,
569,ROOT Engineer Trap,vfx_ROOT_EngineerTrap,0,,,,,,
570,CAST Engineer Trap,vfx_CAST_EngineerTrap_Set,0,,,,,,
571,Disk Effect Speed Boost,vfx_ITEM_MagusDiskLight_Speed,0,,,,,,
572,Disk Effect Dark Energy,vfx_ITEM_MagusDiskLight_Dark,0,,,,,,
573,TEST DECAL NO ANIM,TEST_VFX_DECAL1,0,,,,,,
574,TEST DECAL ANIM,TEST_VFX_DECAL2_ANIM,0,,,,,,
575,TEST DECAL ANIM PULSE,TEST_VFX_DECAL3_ANIMPULSE,0,,,,,,
576,Disk Effect Shock,vfx_ITEM_MagusDiskLight_Shock,0,,,,,,
577,AOE_bluering,vfx_AOE_bluering,0,,,,,,
578,Invoke_bluefire,vfx_Invoke_bluefire,0,,,,,,
579,Invoke_Contam,vfx_Invoke_Contam,0,,,,,,
580,Invoke_yellowfire,vfx_Invoke_yellowfire,0,,,,,,
581,Disk Effect Knockback,vfx_ITEM_MagusDiskLight_Knockback,0,,,,,,
582,IMPACT Electric,vfx_HIT_BlueElectricImpact,0,,,,,,
583,HEAL Empire Pulse heal,vfx_BUF_EmpirePulseHeal,0,,,,,,
584,AOE Ritual Ring Purple,vfx_AoE_RitualRing_Purple,0,,,,,,
585,AOE Ritual Ring Red,vfx_AoE_RitualRing_Red,0,,,,,,
586,AOE Ritual Ring BlueGreen,vfx_AoE_RitualRing_Bluegreen,0,,,,,,
587,AOE Ritual Ring Orange,vfx_AoE_RitualRing_Orange,0,,,,,,
588,WORLD_Burning Trees,vfx_or_tree_beards_burning,0,,,,,,
589,HEAL_Zealot Heal over time,vfx_BUF_ZelHealoverTime,0,,,,,,
590,HEAL_PULSE_Zealot heal over time,vfx_BUF_ZelHealoverTime_Pulse,0,,,,,,
591,CAST_Bottle Breaking Smoke,vfx_CAST_BottleSmoke,0,,,,,,
592,DBUFF_Ritual Armor,vfx_DBUF_RitualDebuff_Armor,0,,,,,,
593,DBUFF_Ritual Resistance,vfx_DBUF_RitualDebuff_Resistance,0,,,,,,
594,DBUFF_Ritual Willpower/Int,vfx_DBUF_RitualDebuff_Wil&Int,0,,,,,,
595,Mark_Vortex,vfx_BUFF_Mark_Vortex,0,,,,,,
596,Tze_warping,vfx_tze_warping,0,,,,,,
597,AOE Zealot Dust Heal,vfx_AOE_DustHeal,0,,,,,,
598,ICON_Armor,vfx_ICON_Armor,0,,,,,,
599,ICON_gold,vfx_ICON_gold,0,,,,,,
600,ICON_influence,vfx_ICON_influence,0,,,,,,
601,ICON_kill_collect,vfx_ICON_kill_collect,0,,,,,,
602,ICON_Travel_Chaos,vfx_ICON_Travel_Chaos,0,,,,,,
603,ICON_Travel_Order,vfx_ICON_Travel_Order,0,,,,,,
604,ICON_Weapon,vfx_ICON_Weapon,0,,,,,,
605,IMPACT_Warping Blast,vfx_ATK_WarpingBlast,0,,,,,,
606,ROOT_Tentacle Loop,vfx_ROOT_TEMP_TentacleHold,0,,,,,,
607,ROOT_Tenacle END,vfx_ROOT_TEMP_TentacleEND,0,,,,,,
608,SCEN_DirtDig,vfx_DirtDig,0,,,,,,
609,SCEN_GyrocopterExploding,vfx_dw_gyrocopter_exploding,0,,,,,,
610,SCEN_BarrelBreaking,vfx_QI_Barrel_breaking01,0,,,,,,
611,AOE Ritual Ring BlueGreen,vfx_AoE_RitualRing_Bluegreen_Pulse,0,,,,,,
612,AOE Ritual Ring Orange,vfx_AoE_RitualRing_Orange_Pulse,0,,,,,,
613,AOE Ritual Ring Red,vfx_AoE_RitualRing_Red_Pulse,0,,,,,,
614,AOE Ritual Ring Purple,vfx_AoE_RitualRing_Purple_Pulse,0,,,,,,
615,rune_Sbinding_pulse,vfx_rune_Sbinding01_pulse,0,,,,,,
616,rune_Smiting_pulse,vfx_rune_Smiting01_pulse,0,,,,,,
617,rune_adamant_pulse,vfx_rune_adamant01_pulse,0,,,,,,
618,CAST_EM_Flash,vfx_CAST_EM_Flash,0,,,,,,
619,AOE_BOSS_Blood Wrath,vfx_BOSS_BT_BloodMist,0,,,,,,
620,CONE_BOSS_War Sunder,vfx_BOSS_BT_Impact wave,0,,,,,,
621,STAT_Infectious Rage,vfx_BOSS_BT_RageStatus,0,,,,,,
622,STAT_Terror,vfx_BOSS_BT_Terror,0,,,,,,
623,CONE_BOSS_Skull Cleave,vfx_BOSS_BT_Axe Swipe,0,,,,,,
624,STAT_Bleed,vfx_BOSS_BT_BleedStatus,0,,,,,,
625,vfx_Weapontrail_Flame,vfx_Weapontrail_Flame,2,,,,,,
626,impact_Vomit,vfx_impact_Vomit01,0,,,,,,
627,CONE_Vomit,vfx_CONE_Vomit01,0,,,,,,
628,PROJ_Vomit,vfx_PROJ_Vomit,0,,,,,,
629,ground_Vomit,vfx_ground_Vomit,0,,,,,,
630,ATT_stalag,vfx_ATT_stalag,0,,,,,,
631,ATT_Chomper,vfx_ATT_Chomper02,0,,,,,,
632,ATT_shart,vfx_ATT_shart01,0,,,,,,
633,NPC_ICON_Guild,vfx_ICON_guild,0,,,,,,
634,NPC_ICON_InfluenceGray,vfx_ICON_influence_gray,0,,,,,,
635,NPC_ICON_KillCollectGray,vfx_ICON_kill_collect_gray,0,,,,,,
636,NPC_ICON_Librarian,vfx_ICON_Librarian,0,,,,,,
637,NPC_ICON_Scenario,vfx_ICON_scenario,0,,,,,,
638,NPC_ICON_Trainer,vfx_ICON_Trainer,0,,,,,,
639,NPC_ICON_Vault,vfx_ICON_Vault,0,,,,,,
640,NPC_ICON_Auction,vfx_ICON_Auction,0,,,,,,
641,NPC_ICON_BountyGold,vfx_ICON_bounty_gold,0,,,,,,
642,NPC_ICON_BountyGray,vfx_ICON_bounty_gray,0,,,,,,
643,NPC_ICON_BountyGreen,vfx_ICON_bounty_green,0,,,,,,
644,ATK_Ripost,vfx_ATK_EM_Riposte,0,,,,,,
645,BUFF_CritUpChance,vfx_BUFF_EM_CritUpChance,0,,,,,,
646,BUFF_DefenceKnight,vfx_BUFF_EM_KnightDefense,0,,,,,,
647,BUFF_ResistanceKnight,vfx_BUFF_EM_ResistanceBuff,0,,,,,,
648,BUFF_RootBreak,vfx_BUFF_KN_RootBreak,0,,,,,,
649,BUFF_ParryUpChance,vfx_BUFF_Knight_ParryIncrease,0,,,,,,
650,AOE_COMMAND_DamageUP,vfx_EM_Knight_CommandDamage,0,,,,,,
651,AOE_COMMAND_DefenseUP,vfx_EM_Knight_CommandDefense,0,,,,,,
652,AOE_COMMAND_MoralUP,vfx_EM_Knight_CommandMoralBuff,0,,,,,,
653,AOE_COMMAND_ResistanceUP,vfx_EM_Knight_CommandResistance,0,,,,,,
654,AOE_COMMAND_MoveSpeedUP,vfx_EM_Knight_CommandSpeed,0,,,,,,
655,IMPACT_UnbalancingBlow,vfx_HIT_KnightImpact_Orange,0,,,,,,
656,ROOT_Knight_Chains,vfx_ROOT_EM_KnightRoot,0,,,,,,
657,CONE_KnightSwipe,vfx_CONE_SwipeCone_Knight,0,,,,,,
658,HEAL_Tactic,vfx_BUFF_Tactic_Heal,0,,,,,,
659,BUFF_Tactic_DefenseUp,vfx_BUFF_Tactic_DefenseUp,0,,,,,,
660,IMPACT_Tactic_AddHit,vfx_HIT_Tactic_Impact,0,,,,,,
661,BUFF_Tactic_AP,vfx_BUFF_Tactic_AP,0,,,,,,
662,BUFF_MeleeActivate,vfx_BUFF_MeleeActivate,0,,,,,,
663,OathRune_Cast_Fury,vfx_BUFF_OathRune_FuryRune,0,,,,,,
664,OathRune_Cast_Healing,vfx_BUFF_OathRune_HealingRune,0,,,,,,
665,OathRune_Cast_Rebirth,vfx_BUFF_OathRune_RebirthRune,0,,,,,,
666,OathRune_Cast_Capability,vfx_BUFF_OathRune_CapabilityRune,0,,,,,,
667,PointtoPoint TEST,PtoPTEST_RedEnergy,0,,,,,,
668,HEAL_Empire_HealoverTime,vfx_BUF_EmpireHealoverTIme,0,,,,,,
669,CAST_Empire_MoralAbility,vfx_CAST_EM_MoralCast,0,,,,,,
670,DEBUFF_MoralLoss,vfx_DBUF_MoralLoss,0,,,,,,
671,BUFF_MoralGain,vfx_BUFF_MoralGain,0,,,,,,
672,DECAL_GrowingGroundGlow,vfx_EM_GrowingGroundGlow,0,,,,,,
673,AOE_FireWall,vfx_AOE_FireWall,0,,,,,,
674,PtoP_WarpLightning,vfx_PtoP_WarpLightning,0,,,,,,
675,IMPACT_DarkEnergy_Drain,vfx_IMPACT_DarkEnergy_Drain,0,,,,,,
676,PtoP_DarkEnery1,vfx_PtoP_DarkEnergy,0,,,,,,
677,PtoP_ChEnergy,PtoP_ChEnergy,0,,,,,,
678,PtoP_ChEnergy_Impact,PtoP_ChEnergy_Impact,0,,,,,,
679,PtoP_quickshot_Impact,PtoP_quickshot_Impact,0,,,,,,
680,PtoP_quickshot,PtoP_quickshot,0,,,,,,
681,PROJ_Quest_FlyingSpirit,vfx_MISC_SoulDeparture_Proj,0,,,,,,
682,FIGURE_Curse TEST,vfx_FIG_Curse,0,,,,,,
683,PtoP Single Lightning,vfx_PtoP_Lightning_Single,0,,,,,,
684,PtoP_threebeam_impact,PtoP_threebeam_impact,0,,,,,,
685,PtoP_threebeam,PtoP_threebeam,0,,,,,,
686,PtoP_threebeam_Main,PtoP_threebeam_Main,0,,,,,,
687,PtoP_Dark Lightning Beam,vfx_PtoP_DarkEnergy,0,,,,,,
688,PtoP Dark Lightning Single,vfx_PtoP_Dark_Lightning_Single,0,,,,,,
689,vfx_Weapontrail_Sunlight,vfx_Weapontrail_Sunlight,2,,,,,,
690,IMPACT_Glorious Assault,vfx_HIT_GloriousAssaultImpact,0,,,,,,
691,BUFF_CommandResist,vfx_EM_Knight_CommandResistance_Recieved,0,,,,,,
692,BUFF_CommandSpeed,vfx_EM_Knight_CommandSpeed_Recieved,0,,,,,,
693,BUFF_CommandDamage,vfx_EM_Knight_CommandDamage_Recieved,0,,,,,,
694,BUFF_CommandDefense,vfx_EM_Knight_CommandDefense_Recieved,0,,,,,,
695,BUFF_CommandMoral,vfx_EM_Knight_CommandMoralBuff_Recieved,0,,,,,,
696,AOE_Chosen_FearAura,vfx_AoE_CH_AuraofFear,0,,,,,,
697,AOE_Chosen_SlowAura,vfx_AoE_CH_SlowAura,0,,,,,,
698,AOE_Chosen_AttackAura,vfx_AoE_CH_AttackAura,0,,,,,,
699,DEBUFF_ChosenFear,vfx_DBUF_CH_STAT_Fear,0,,,,,,
700,BUFF_ChosenRage,vfx_BUFF_RageBuff,0,,,,,,
701,BUFF_ChosenRootBreak,vfx_BUFF_CHSN_RootBreak,0,,,,,,
702,ATK_ChosenBlockCounter,vfx_ATK_CHSN_BlockCounter,0,,,,,,
703,IMPACT_Chaos01,vfx_HIT_ChaosImpact01,0,,,,,,
704,IMPACT_Chaos02,vfx_HIT_ChaosImpact02,0,,,,,,
705,IMPACT_Chaos03,vfx_HIT_ChaosImpact03,0,,,,,,
706,IMPACT_Chaos04,vfx_HIT_ChaosImpact04,0,,,,,,
707,DEBUFF_Darkness01,vfx_DBUF_DarkDebuff,0,,,,,,
708,vfx_Weapontrail_ChaosDark,vfx_Weapontrail_ChaosDark,2,,,,,,
709,BUFF_GaurdKnight,vfx_BUFF_GaurdCaster,0,,,,,,
710,DBUF_GuardKnight,vfx_BUFF_GaurdRecieve,0,,,,,,
711,FIGURE_BUFF_Red01,vfx_BUFF_FIG_Redbuff01,0,,,,,,
712,FIGURE_DBUF_Purple01,vfx_DBUF_FIG_PurpleDebuff,0,,,,,,
713,FIGURE_DBUF_Green01,vfx_DBUF_FIG_GreenDebuff,0,,,,,,
714,FIGURE_DBUF_Purple02,vfx_DBUF_FIG_PurpleDebuff02,0,,,,,,
715,FIGURE_DBUF_PetrifyStone,vfx_DBUF_FIG_Stone,0,,,,,,
716,AOE_Chosen_RepulsionAura,vfx_AoE_CH_RepulsionAura,0,,,,,,
717,AOE_Chosen_WitheringAura,vfx_AoE_CH_WitheringAura,0,,,,,,
718,BUFF_Chosen_Defense Shield,vfx_BUFF_CH_ChosenDefense,0,,,,,,
719,CONE_ATK_Chosen_Quake,vfx_ATK_Chosen_Quake,0,,,,,,
720,AOE_ATK_Chosen_Eruption,vfx_AoE_CH_Eruption,0,,,,,,
721,vfx_Cast_Chosen01,vfx_Cast_Chosen01,0,,,,,,
722,vfx_BUFF_Chosen_Def,vfx_BUFF_Chosen_Def,0,,,,,,
723,vfx_Impact_Chosen01,vfx_Impact_Chosen01,0,,,,,,
724,vfx_Impact_Chosenfire01,vfx_Impact_Chosenfire01,0,,,,,,
