,,,,0,Buff,Build Up,Action,Special,Play,Mount Build,MountAction,ActivateAgro,Suppress,Force in phase to be ## seconds,Max Playback Rate,,,,
338,,,,,,,99,338,1,,,1,,,,,,,
;,;Empire Fortress Lord,,,,,,,,,,,,,,,,,,
339,Sear,,,7955,7955,,71,339,1,,,1,1,,,,,,
340,Flame Breath,,,8018,8018,,69,340,1,,,1,1,,,,,,
341,Ruin and Destruction,,,8027,8027,,99,341,1,,,1,1,,,,,,
342,Detonate,,,7902,7902,,74,342,1,,,1,1,,,,,,
343,Flame Shield,,,7911,7911,,75,343,1,,,1,1,,,,,,
;,;Chaos Fortress Lord,,,,,,,,,,,,,,,,,,
344,Rend Winds,,,5112,5112,,73,344,1,,,1,,,,,,,
345,Daemonic Lash,,,5270,5270,,70,345,1,,,1,,,,,,,
346,Pandemonium,,,5312,5312,,71,346,1,,,1,,,,,,,
347,Glean Magic,,,5286,5286,,73,347,1,,,1,,,,,,,
348,Roiling Winds,,,5114,5114,,73,348,1,,,1,,,,,,,
349,,,,,,,99,349,1,,,1,,,,,,,
;,;High Elves Tactics,,,,,,99,;,1,,,1,,,,,,,
350,Centuries Of Training,,,22705,22705,,32,350,1,,,0,,,,,,,
351,Bend The Winds,,,22705,22705,,32,351,1,,,0,,,,,,,
352,Calm Acceptance,,,22705,22705,,32,352,1,,,0,,,,,,,
353,Fury Of Ages,,,22705,22705,,32,353,1,,,0,,,,,,,
354,Steel Mind,,,22705,22705,,32,354,1,,,0,,,,,,,
355,Discerning Offense,,,22705,22705,,32,355,1,,,0,,,,,,,
356,,,,,,,99,356,1,,,1,,,,,,,
357,,,,,,,99,357,1,,,1,,,,,,,
358,,,,,,,99,358,1,,,1,,,,,,,
;,;Dwarf Fortress Lord,,,,,,,,,,,,,,,,,,
359,Axe Toss,,,4575,4575,,23,359,1,,,1,,,,,,,
360,,,,,,,99,360,1,,,1,,,,,,,
361,,,,,,,99,361,1,,,1,,,,,,,
362,,,,,,,99,362,1,,,1,,,,,,,
363,,,,,,,99,363,1,,,1,,,,,,,
;,;Greenskin Fortress Lord,,,,,,,,,,,,,,,,,,
364,Lob Choppa,,,2551,2551,,23,364,1,,,1,,,,,,,
365,,,,,,,99,365,1,,,1,,,,,,,
366,,,,,,,99,366,1,,,1,,,,,,,
367,,,,,,,99,367,1,,,1,,,,,,,
368,,,,,,,99,368,1,,,1,,,,,,,
369,,,,,,,99,369,1,,,1,,,,,,,
;,;Dark Elves Tactics,,,,,,99,;,1,,,1,,,,,,,
370,Alignment of Naggaroth,,,22712,22712,,32,370,1,,,0,,,,,,,
371,Bathing In Blood,,,22712,22712,,32,371,1,,,0,,,,,,,
372,Dark Blessings,,,22712,22712,,32,372,1,,,0,,,,,,,
373,Increased Pain,,,22712,22712,,32,373,1,,,0,,,,,,,
374,Focused Insanity,,,22712,22712,,32,374,1,,,0,,,,,,,
375,,,,,,,99,375,1,,,1,,,,,,,
376,,,,,,,99,376,1,,,1,,,,,,,
377,,,,,,,99,377,1,,,1,,,,,,,
;,;Fortress BG Auras,,,,,,,,,,,,,,,,,,
378,Intimidation - High Elf,,,13399,13399,,32,378,0,,,0,,,,,,,
379,Warding - Empire,,,8030,8030,,32,379,0,,,0,,,,,,,
380,Protection - Dwarf,,,4644,4644,,32,380,0,,,0,,,,,,,
381,Intimidation - Dark Elf,,,10958,10958,,32,381,0,,,0,,,,,,,
382,Warding - Chaos,,,5242,5242,,32,382,0,,,0,,,,,,,
383,Protection - Greenskin,,,2496,2496,,32,383,0,,,0,,,,,,,
384,Rob Corbin TEST,,,2626,2626,,99,384,1,,,1,,,,,,,
385,Rob Corbin TEST,,,2601,2601,,99,385,1,,,1,,,,,,,
386,Rob Corbin TEST,,,2602,2602,,99,386,1,,,1,,,,,,,
387,Rob Corbin TEST,,,2484,2484,,99,387,1,,,1,,,,,,,
388,Rob Corbin TEST,,,2604,2604,,99,388,1,,,1,,,,,,,
389,Temp Art Test,Temporary for Adam 8/20/08,,23172,23172,,92,389,1,,,1,,,,,,,
;,;Old Racial Morales were scrapped!,,,,,,,,,,,1,,,,,,,
;,;Banner system,,,,,,,,,,,1,,,,,,,
390,Stow Standard,Putting banner away,,2478,2478,,32,390,1,,,1,,,,,,,
391,Deploy Standard,Putting banner into hands,,2478,2478,,32,391,1,,,1,,,,,,,
392,Deployed Standard,Passive effects from holding banner in hands,,13364,13364,,99,392,1,,,1,,,,,,,
393,Plant Standard,Plant banner into the ground,Stomp,8000,8000,,70,393,1,,,1,,,,,,,
394,Planted Standard,Passive effects from being close to a planted banner,,2478,2478,,99,394,1,,,1,,,,,,,
395,Captured Standard!,When you capture an enemy's banner,,2478,2478,,99,395,1,,,1,,,,,,,
396,Rescue Standard,When an ally picks your banner up,,2478,2478,,99,396,1,,,1,,,,,,,
397,Recover Standard,When you pick your own banner up,,2478,2478,,99,397,1,,,1,,,,,,,
398,Standard's Blessing,Selfbuff invulnerability,Brandish,13364,13364,,73,398,1,,,1,,,,,,,
399,Rally,Single-target res at 100% HP,Shout,2478,2478,,69,399,1,,,1,,,,,,,
400,Slam,PBAE dmg & knockback,Stomp,2478,2478,,70,400,1,,,1,,,,,,,
401,,,,,,,,401,,,,1,,,,,,,
402,,,,,,,,402,,,,1,,,,,,,
403,,,,,,,,403,,,,1,,,,,,,
404,,,,,,,,404,,,,1,,,,,,,
405,Enhanced Brawn,Green guild tactic,,22715,22715,,32,405,1,,,1,,,,,,,
406,Enhanced Knowledge,Green guild tactic,,22715,22715,,32,406,1,,,1,,,,,,,
407,Enhanced Wisdom,Green guild tactic,,22715,22715,,32,407,1,,,1,,,,,,,
408,Enhanced Aim,Green guild tactic,,22715,22715,,32,408,1,,,1,,,,,,,
409,Enhanced Reflexes,Green guild tactic,,22715,22715,,32,409,1,,,1,,,,,,,
410,Enhanced Endurance,Green guild tactic,,22715,22715,,32,410,1,,,1,,,,,,,
411,Enhanced Readiness,Green guild tactic,,22715,22715,,32,411,1,,,1,,,,,,,
412,Enhanced Training,Green guild tactic,,22715,22715,,32,412,1,,,1,,,,,,,
413,Spirit Deflection,Blue guild tactic,,22737,22737,,32,413,1,,,1,,,,,,,
414,Corporeal Deflection,Blue guild tactic,,22737,22737,,32,414,1,,,1,,,,,,,
415,Elemental Deflection,Blue guild tactic,,22737,22737,,32,415,1,,,1,,,,,,,
416,Weapon Deflection,Blue guild tactic,,22737,22737,,32,416,1,,,1,,,,,,,
417,Arrow Avoidance,Blue guild tactic,,22737,22737,,32,417,1,,,1,,,,,,,
418,Blade Avoidance,Blue guild tactic,,22737,22737,,32,418,1,,,1,,,,,,,
419,Magic Avoidance,Blue guild tactic,,22737,22737,,32,419,1,,,1,,,,,,,
420,Enhanced Fame,Blue guild tactic,,22737,22737,,32,420,1,,,1,,,,,,,
421,Forceful Magic,Red guild tactic,,22671,22671,,32,421,1,,,1,,,,,,,
422,Forceful Weapons,Red guild tactic,,22671,22671,,32,422,1,,,1,,,,,,,
423,Forceful Bolts,Red guild tactic,,22671,22671,,32,423,1,,,1,,,,,,,
424,Forceful Mending,Red guild tactic,,22671,22671,,32,424,1,,,1,,,,,,,
425,Enhanced Vigor,Red guild tactic,,22671,22671,,32,425,1,,,1,,,,,,,
426,Enhanced Destruction,Red guild tactic,,22671,22671,,32,426,1,,,1,,,,,,,
427,Thornshield,Red guild tactic,,22671,22671,,32,427,1,,,1,,,,,,,
428,Enhanced Glory,Red guild tactic,,22671,22671,,32,428,1,,,1,,,,,,,
429,,,,,,,,,,,,1,,,,,,,
430,Warped Claw,FireWyrm Attack,stomp,5154,5154,,70,430,1,,,1,,,,,,,
431,Breath of Change,FireWyrm Attack,shout,5154,5154,,69,431,1,,,1,,,,,,,
432,;Additional RVR Abilities,,,,,,,,,,,,,,,,,,
;,;RVR Renown Rewards,,,,,,,,,,,,,,,,,,
;,;RDPS (Physical),,,,,,,,,,,,,,,,,,
433,Bolster War Engine,,,23411,23411,,99,433,1,,,1,,,,,,,
434,Hamper War Engine,,,23409,23409,,99,434,1,,,1,,,,,,,
435,Diminish War Engine,,,23406,23406,,99,435,1,,,1,,,,,,,
;,;RDPS (Magical),,,,,,,,,,,,,,,,,,
436,Enhance War Engine,,,23407,23407,,99,436,1,,,1,,,,,,,
437,Hex War Engine,,,23410,23410,,99,437,1,,,1,,,,,,,
438,Abate War Engine,,,23400,23400,,99,438,1,,,1,,,,,,,
;,;Healers,,,,,,,,,,,,,,,,,,
439,Reinforce War Engine,,,23414,23414,,99,439,1,,,1,,,,,,,
440,Cleanse War Engine,,,23404,23404,,99,440,1,,,1,,,,,,,
441,Shield the Skies,,,23415,23415,,99,441,1,,,1,,,,,,,
;,;Tanks,,,,,,,,,,,,,,,,,,
442,Deflect Oil,,,23405,23405,,99,442,1,,,1,,,,,,,
443,Modify War Engine,,,23413,23413,,99,443,1,,,1,,,,,,,
444,Bulwark,,,23402,23402,,99,444,1,,,1,,,,,,,
;,;MDPS,,,,,,,,,,,,,,,,,,
445,Siege Wrecker,,,23416,23416,,99,445,1,,,1,,,,,,,
446,Bypass Defenses,,,23403,23403,,99,446,1,,,1,,,,,,,
447,Faultfinder,,,23408,23408,,99,447,1,,,1,,,,,,,
;,;Rogues,,,,,,,,,,,,,,,,,,
448,Booby Trap,,,23401,23401,,99,448,1,,,1,,,,,,,
449,Pick Lock,,,23412,23412,,99,449,1,,,1,,,,,,,
450,Faultfinder,,,23408,23408,,99,450,1,,,1,,,,,,,
;,,,,,,,,;,,,,,,,,,,,
451,Drowning,,,2478,2478,,99,451,1,,,1,1,,,,,,
452,Lava,,,2478,2478,,99,452,1,,,1,1,,,,,,
453,Lava,,,2478,2478,,99,453,1,,,1,1,,,,,,
454,Fire,,,2478,2478,,99,454,1,,,1,1,,,,,,
455,Idle Hands,,,2490,2490,,99,455,1,,,1,,,,,,,
456,Battlefield Master,,,0,0,,,456,,,,1,,,,,,,
457,Advanced Battlefield Master,,,0,0,,,457,,,,1,,,,,,,
458,Battle Training,,,0,0,,,458,,,,1,,,,,,,
459,,,,,,,,459,,,,1,,,,,,,
460,Throat Bite,Anim for the PET,,2605,2605,,67,460,1,,,1,,,,,,,
461,Coordinated Strike,Anim for the PET,,2605,2605,,68,461,1,,,1,,,,,,,
462,Brutal Pounce,Anim for the PET,,2605,2605,,70,462,1,,,1,,,,,,,
463,Fetch,Anim for the PET,,2605,2605,,99,463,1,,,1,,,,,,,
464,,,,,,,,464,,,,1,,,,,,,
465,Supply Shortage,,,524,524,,32,465,1,,,1,,,,,,,
466,,,,,,,,466,,,,1,,,,,,,
467,,,,,,,,467,,,,1,,,,,,,
468,,,,,,,,468,,,,1,,,,,,,
469,,,,,,,,469,,,,1,,,,,,,
470,Magus's Badge,Badges,,99,99,,99,470,1,,,1,,,,,,,
471,Zealot's Badge,Badges,,99,99,,99,471,1,,,1,,,,,,,
472,Chosen's Badge,Badges,,99,99,,99,472,1,,,1,,,,,,,
473,Marauder's Badge,Badges,,99,99,,99,473,1,,,1,,,,,,,
474,,,,,,,,474,,,,1,,,,,,,
475,,,,,,,,475,,,,1,,,,,,,
476,,,,,,,,476,,,,1,,,,,,,
477,Glory,Knight event,,2478,2478,,32,477,1,,,1,,,,,,,
478,Seething,BG event,,2478,2478,,32,478,1,,,1,,,,,,,
479,Renown Boost,,,4470,4470,,0,479,0,,,0,,,,,,,
480,Marsh Plague,,,5125,5125,,99,480,1,,,1,,,,,,,
481,Weight of Stone,,,4541,4541,,99,481,1,,,1,,,,,,,
482,Fire Brew,,,7934,7934,,99,482,1,,,1,,,,,,,
483,Breath of Fire,,,7907,7907,,69,483,1,,,1,,,,,,,
484,AE Buff,,,7920,7920,,99,484,1,,,1,,,,,,,
485,Away!,,,2497,2497,,99,485,1,,,1,,,,,,,
;,Marketing Exclusive Items ,,,,,,,,,,,,,,,,,,
486,Chuffinbrau Ale,drink+build=bad,,23053,23053,,99,486,,,,1,,,,,,,
487,Mad Cap Beer,drink+build=bad,,23055,23055,,99,487,,,,1,,,,,,,
488,Purity of Faith,,,23058,23058,,21,488,,,,1,,,,,,,
489,Gaze of the Gods,,,23061,23061,,73,489,1,,,1,,,,,,,
490,Isha's Balance,,,23064,23064,,21,490,1,,,1,,,,,,,
491,Khaine's Torment,,,23050,23050,,73,491,1,,,1,,,,,,,
492,Portable Camp,,,23056,23056,,21,492,1,,,1,,,,,,,
493,Sabertooth's Tarot,,,23057,23057,,73,493,1,,,1,,,,,,,
494,Blessing of the Horned Rat,,,23082,23082,,73,494,1,,,1,,,,,,,
495,BOOM,,,23060,23060,,222,495,1,,,1,,,,,,,
496,Custard Pie,,,23051,23051,,23,496,1,,,1,,,,,,,
497,Touch of Ice,,,23052,23052,,73,497,1,,,1,,,,,,,
498,Touch of Fire,,,23063,23063,,73,498,1,,,1,,,,,,,
499,Touch of Earth,,,23059,23059,,73,499,,,,1,,,,,,,
500,VFX / Tag Shout TEST,,,2538,2538,,69,500,1,,,1,,,,,,,
501,VFX / Tag Null TEST,,,2538,2538,,32,501,1,,,1,,,,,,,
502,Touch of Spirit,,,23053,23053,,73,502,,,,1,,,,,,,
503,Touch of Nature,,,23062,23062,,73,503,,,,1,,,,,,,
504,Emperor's Protection,,,2497,2497,,21,504,,,,1,,,,,,,
505,Nagayrthe's Protection,,,2497,2497,,73,505,,,,1,,,,,,,
506,The Librams of Insight,using Tome instead of drink,,23070,23070,,222,506,,,,1,,,,,,,
507,Adventure's Handbook,using Tome instead of drink,,23066,23066,,222,507,,,,1,,,,,,,
508,Signet of Cursed Company,"signet is ring, using drink is odd",,23069,23069,,99,508,,,,1,,,,,,,
509,Kemmler's Arthritic Hand,,,23065,23065,,73,509,,,,1,,,,,,,
;,;Potion misfires - random bad effects,,,,,,,,,,,1,,,,,,,
510,Volatility,Potion has gone bad!,,2538,2538,,99,510,1,,,1,,,,,,,
511,Explosive Blast,Knocked down,,2538,2538,,99,511,1,,,1,,,,,,,
512,Swollen Tongue,Silenced,,2538,2538,,99,512,1,,,1,,,,,,,
513,Burned Hands,Disarmed,,2538,2538,,99,513,1,,,1,,,,,,,
514,Pha-Stah's Presence,,,27004,27004,,99,514,1,,,1,,,,,,,
515,Golden Ward,,,27039,27039,,99,515,1,,,1,,,,,,,
516,Swarm Shield,,,27022,27022,,99,516,1,,,1,,,,,,,
517,Glory,,,23063,23063,,73,517,,,,1,,,,,,,
518,Seething,,,23063,23063,,69,518,,,,1,,,,,,,
519,Test - Reverse Projectiles,,,2538,2538,,73,519,,,,1,,,,,,,
520,Last Upholder - Offensive Buff,,,13303,13303,,99,520,,,,1,,,,,,,
521,Last Upholder - Defensive Buff,,,13316,13316,,99,521,,,,1,,,,,,,
522,Lesson Review,,,0,0,,99,522,,,,1,,,,,,,
523,Last Upholder - Heal,,,0,0,,99,523,,,,1,,,,,,,
524,Last Upholder - Heal Over Time,,,13340,13340,,99,524,,,,1,,,,,,,
525,Last Upholder - Damage,,,0,0,,99,525,,,,1,,,,,,,
526,Last Upholder - Damage Over Time,,,13376,13376,,99,526,,,,1,,,,,,,
;,Marketing Exclusive Items (cont.),,,,,,,;,,,,,,,,,,,
527,Emperor's Summons,,,23067,23067,,222,527,,,,1,,,,,,,
528,Call of the Dark Gods,drink+build=bad,,23067,23067,,73,528,,,,1,,,,,,,
529,Call of the North,drink+build=bad,,23068,23068,,73,529,,,,1,,,,,,,
;,;Greenskin Dwarf Pairing Go!,,,,,,,;,,,,1,,,,,,,
;,;Ironbreaker Abilities,,,,,,,;,,,,1,,,,,,,
530,Axe Toss,,,4575,4575,,23,530,1,,,1,,,,,,,
531,Oath Friend,,,4576,4576,,74,531,1,,,1,,,,,,,
532,Heavy Blow,,,4577,4577,,49,532,1,,,1,,,,,,,
533,Grudging Blow,,,2414,2414,,28,533,1,,,1,,,,,,,
534,Guarded Attack,,,4578,4578,,39,534,1,,,1,,,,,,,
535,Vengeful Strike,,,4579,4579,,35,535,1,,,1,,,,,,,
536,Binding Grudge,,,4409,4409,,34,536,1,,,1,,,,,,,
537,Punishing Blow,,,4479,4479,,68,537,1,,,1,,,,,,,
538,Taunt,,,4580,4580,,74,538,1,,,1,,,,,,,
539,Shield Sweep,,,4581,4581,,72,539,1,,,1,,0.5,,,,,
540,Kneecapper,,,4582,4582,,34,540,1,,,1,,,,,,,
541,Guard,,,4515,4515,,75,541,1,,,1,,,,,,,
542,Inspiring Attack,,,4583,4583,,49,542,1,,,1,,,,,,,
543,Away With Ye,,,4584,4584,,35,543,1,,,1,,,,,,,
544,Rune-Etched Axe,,,4585,4585,,33,544,1,,,1,,,,,,,
545,Stubborn As Stone,,,4405,4405,,73,545,1,,,1,,,,,,,
546,Challenge,,,4586,4586,,69,546,1,,,1,,,,,,,
547,Shield Of Reprisal,,,4587,4587,,26,547,1,,,1,,,,,,,
548,Grip Of Stone,,,4588,4588,,70,548,1,,,1,,,,,,,
549,Stone Breaker,,,4589,4589,,47,549,1,,,1,,,,,,,
550,Watch An' Learn,,,4517,4517,,73,550,1,,,1,,,,,,,
551,Grudge Unleashed,,,4462,4462,,99,551,1,,,1,,,,,,,
552,Sever Blessing,,,2497,2497,,47,552,1,,,1,,,,,,,
553,,,,,,,,553,,,,1,,,,,,,
554,,,,,,,,554,,,,1,,,,,,,
555,Juggernaut,,,4101,4101,,70,555,1,,,1,,,,,,,
556,Hold The Line!,,,4421,4421,,75,556,1,,,1,,,,,,,
;,;Ironbreaker Spec Abilities,,,,,,,;,,,,1,,,,,,,
557,Oathbound,,,4590,4590,,73,557,1,,,1,,,,,,,
558,Avenging The Debt,,,4591,4591,,47,558,1,,,1,,,,,,,
559,Oathstone,,,4592,4592,,75,559,1,,,1,,,,,,,
560,Ancestor's Fury,,,4516,4516,,73,560,1,,,1,,,,,,,
561,Cave-In,,,4593,4593,,70,561,1,,,1,,,,,,,
562,Grudge-Born Fury,,,4594,4594,,98,562,1,,,1,,,,,,,
563,Runic Shield,,,4595,4595,,75,563,1,,,1,,,,,,,
565,Earthshatter,,,4596,4596,,70,565,1,,,1,,,,,,,
566,Grumble An' Mutter,,,4432,4432,,99,566,1,,,1,,,,,,,
567,,,,,,,,567,,,,1,,,,,,,
568,,,,,,,,568,,,,1,,,,,,,
;,;Ironbreaker Tactics,,,,,,,;,,,,1,,,,,,,
569,Rising Anger,,,22694,22694,,32,569,1,,,0,,,,,,,
570,Long-Held Grudge,,,22709,22709,,32,570,1,,,0,,,,,,,
571,Sweet Revenge,,,22701,22701,,32,571,1,,,0,,,,,,,
572,Seasoned Veteran,,,22702,22702,,32,572,1,,,0,,,,,,,
573,Seen It All Before,,,22702,22702,,32,573,1,,,0,,,,,,,
574,Dwarven Riposte,,,22702,22702,,32,574,1,,,0,,,,,,,
575,Relentless Training,,,22694,22694,,32,575,1,,,0,,,,,,,
576,Long Reach,,,22704,22704,,32,576,1,,,0,,,,,,,
577,,,,,,,,577,,,,1,,,,,,,
578,,,,,,,,578,,,,1,,,,,,,
;,;Ironbreaker Spec Tactics,,,,,,,;,,,,1,,,,,,,
579,Furious Reprisal,,,22694,22694,,32,579,1,,,0,,,,,,,
580,Oath of Vengeance,,,22702,22702,,32,580,1,,,0,,,,,,,
581,Shield Mastery,,,22702,22702,,32,581,1,,,0,,,,,,,
582,Overprotective,,,22701,22701,,32,582,1,,,0,,,,,,,
583,Powered Etchings,,,22704,22704,,32,583,1,,,0,,,,,,,
584,Greataxe Mastery,,,22702,22702,,32,584,1,,,0,,,,,,,
585,Avalanche,,,22704,22704,,32,585,1,,,0,,,,,,,
586,Punishing Knock,,,22694,22694,,32,586,1,,,0,,,,,,,
587,Told Ya So!,,,22701,22701,,32,587,1,,,0,,,,,,,
588,,,,,,,,588,,,,1,,,,,,,
589,,,,,,,,589,,,,1,,,,,,,
590,,,,,,,,590,,,,1,,,,,,,
591,,,,,,,,591,,,,1,,,,,,,
592,,,,,,,,592,,,,1,,,,,,,
593,;Ironbreaker Morale,,,,,,,593,,,,1,,,,,,,
594,Rock Clutch,,,4597,4597,,99,594,1,,,1,,,,,,,
595,Skin Of Iron,,,4598,4598,,99,595,1,,,1,,,,,,,
596,Gromril Plating,,,4599,4599,,99,596,1,,,1,,,,,,,
597,,,,,,,,597,,,,1,,,,,,,
598,,,,,,,,598,,,,1,,,,,,,
599,;Ironbreaker Spec Morale,,,,,,,599,,,,1,,,,,,,
600,Strength In Numbers,,,4600,4600,,99,600,1,,,1,,,,,,,
601,Axe Slam,,,4553,4553,,99,601,1,,,1,,,,,,,
602,Earthen Renewal,,,4601,4601,,99,602,1,,,1,,,,,,,
603,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,
;,;Slayer Abilities,,,,,,,,,,,,,,,,,,
605,Throw Axe,,,4658,4658,,23,605,1,,,1,,,,,,,
606,Relentless Strike,,,4659,4659,,49,606,1,,,1,,,,,,,
607,Slow Down,,,4660,4660,,34,607,1,,,1,,,,,,,
608,Pulverizing Strike,,from aa to ca per jeff 2-6,4661,4661,,39,608,1,,,1,,,,,,,
609,Deep Wound,bleed out?,,4662,4662,,29,609,1,,,1,,,,,,,
610,Flurry,,,4663,4663,,48,610,1,,,1,,,,,,,
611,Onslaught,,,4664,4664,,34,611,1,,,1,,,,,,,
612,Spine Crusher,,,4665,4665,,47,612,1,,,1,,,,,,,
613,Enervating Blow,,,4666,4666,,35,613,1,,,1,,,,,,,
614,Deathblow,,,4667,4667,,47,614,1,,,1,,,,,,,
615,Charge!,,,4668,4668,,69,615,1,,,1,,,,,,,
616,Distracting Roar,,,4669,4669,,76,616,1,,,1,,,,,,,
617,Gudrun's Warcry,,from brandish to Howl 2-24,4670,4670,,76,617,1,,,1,,,,,,,
618,Incapacitate,,to AA per jeff 2-6,4671,4671,,26,618,1,,,1,,,,,,,
619,Numbing Strike,,,4672,4672,,40,619,1,,,1,,,,,,,
620,Break Loose,,,4673,4673,,70,620,1,,,1,,,,,,,
621,Even the Odds,,,4674,4674,,76,621,1,,,1,,,,,,,
622,Wild Swing,,from CC to BB,4675,4675,,33,622,1,,,1,,,,,,,
623,Reckless Gamble,,,4676,4676,,74,623,1,,,1,,,,,,,
624,Precarious Assault,,FROM ac TO ca to AC again per jeff 2-6,4677,4677,,29,624,1,,,1,,,,,,,
625,Retribution,,,4678,4678,,98,625,1,,,1,,,,,,,
626,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,
630,;Used for Slayer mechanic,,,4678,4678,,32,630,1,,,,,,,,,,
631,;Slayer Spec Abilities,,,,,,,,,,,,,,,,,,
632,Rune of Absorption,,,4679,4679,,98,632,1,,,1,,,,,,,
633,Fierceness,,,4680,4680,,76,633,1,,,1,,,,,,,
634,Rampage,,,4681,4681,,69,634,1,,,1,,,,,,,
635,Cleft In Twain,,DD,4682,4682,,47,635,1,,,1,,,,,,,
636,Devastate,,,4683,4683,,39,636,1,,,1,,,,,,,
637,Spellbreaker,,,4684,4684,,35,637,1,,,1,,,,,,,
638,No Escape,,,4685,4685,,70,638,1,,,1,,,,,,,
639,Shatter Limbs,,,4686,4686,,28,639,1,,,1,,,,,,,
640,Inevitable Doom,,changed to 4-hit,4687,4687,,94,640,1,,,1,,,,,,,
641,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,
646,;Slayer Tactics,,,,,,,,,,,,,,,,,,
647,Wild Gambit,,,22702,22702,,32,647,1,,,0,,,,,,,
648,Hastened Punishment,,,22702,22702,,32,648,1,,,0,,,,,,,
649,Honor Restored,,,22706,22706,,32,649,1,,,0,,,,,,,
650,Slaughter,,,22704,22704,,32,650,1,,,0,,,,,,,
651,Got No Time For You,,,22709,22709,,32,651,1,,,0,,,,,,,
652,Push For More,,,22696,22696,,32,652,1,,,0,,,,,,,
653,The Bigger They Are...,,,22694,22694,,32,653,1,,,0,,,,,,,
654,Embrace the Pain,,,22711,22711,,32,654,1,,,0,,,,,,,
655,,,,,,,,,,,,,,,,,,,
656,;Slayer Spec Tactics,,,,,,,,,,,,,,,,,,
657,Power Through,,,22711,22711,,32,657,1,,,0,,,,,,,
658,Fierce Might,,,22694,22694,,32,658,1,,,0,,,,,,,
659,Short Temper,,,22708,22708,,32,659,1,,,0,,,,,,,
660,Determination,,,22709,22709,,32,660,1,,,0,,,,,,,
661,Violent Impacts,,,22711,22711,,32,661,1,,,0,,,,,,,
662,Doomseeker,,,22702,22702,,32,662,1,,,0,,,,,,,
663,Takin' Chances,,,22704,22704,,32,663,1,,,0,,,,,,,
664,Runic Blessings,,,22694,22694,,32,664,1,,,0,,,,,,,
665,Accuracy,,,22702,22702,,32,665,1,,,0,,,,,,,
666,,,,,,,,,,,,,,,,,,,
667,;Slayer Morale,,,,,,,,,,,,,,,,,,
668,Untouchable,,,4688,4688,,75,668,1,,,1,,,,,,,
669,Doom Seeker,,,4689,4689,,33,669,1,,,1,,,,,,,
670,Grievous Harm,,from CD to Auto2,4690,4690,,68,670,1,,,1,,,,,,,
671,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,
673,;Slayer Spec Morale,,,,,,,,,,,,,,,,,,
674,Unleashed Power,,,4691,4691,,91,674,1,,,1,,,,,,,
675,Deadly Determination,,,4692,4692,,91,675,1,,,1,,,,,,,
676,Looks like a Challenge,,,4693,4693,,73,676,1,,,1,,,,,,,
677,,,,,,,,,,,,1,,,,,,,
678,,,,,,,,,,,,1,,,,,,,
679,,,,,,,,,,,,1,,,,,,,
;,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,
;,,,,,,,,,,,,,,,,,,,
;,;Engineer Abilities,,,,,,99,;,1,,,1,,,,,,,
680,Gun Blast,,,4460,4460,,72,680,1,,,1,,,,,,,
681,Spanner Swipe,,,4466,4466,,29,681,1,,,1,,,,,,,
682,Fragmentation Grenade,,,4477,4477,,25,682,1,,,1,1,,,,,,
683,Gun Turret,,,4602,4602,,137,683,1,,,1,,-1,,,,,
684,Field Repair,,,4603,4603,,25,684,1,,,1,,-1,,,,,
685,Friction Burn,,,4656,4656,,47,685,1,,,1,,,,,,,
686,Acid Bomb,,,4604,4604,,25,686,1,,,1,1,,,,,,
687,Incendiary Rounds,,,4457,4457,,72,687,1,,,1,,0.5,,,,,
688,Addling Shot,,,4605,4605,,72,688,1,,,1,,0.5,,,,,
689,Blunderbuss Blast,,,4606,4606,,71,689,1,,,1,,0.5,,,,,
690,Bombardment Turret,,,4607,4607,,137,690,1,,,1,,-1,,,,,
691,Barbed Wire,,,4566,4566,,70,691,1,,,1,,,,,,,
692,Hip Shot,,,4608,4608,,71,692,1,,,1,,0.5,,,,,
693,Signal Flare,,,4609,4609,,73,693,1,,,1,,,,,,,
694,Flashbang Grenade,,,4610,4610,,23,694,1,,,1,1,,,,,,
695,Firebomb,,,4468,4468,,23,695,1,,,1,,,,,,,
696,Land Mine,,,4611,4611,,25,696,1,,,1,,-1,,,,,
697,Self-Destruct,,,4612,4612,,136,697,1,,,1,,,,,,,
698,Flame Turret,,,4613,4613,,137,698,1,,,1,,-1,,,,,
699,Flak Jacket,,,4620,4520,,75,699,1,,,1,,,,,,,
700,Focused Fire,,,4527,4527,,71,700,1,,,1,,0.5,,,,,
701,Burn Salve,,,4649,4649,,73,701,1,,,1,,,,,,,
702,Static Discharge,,,4651,4651,,33,702,1,,,1,,,,,,,
703,Concussion Grenade,,,4616,4616,,23,703,1,,,1,1,,,,,,
