Effect,Effect,Effect,Effect,Effect,Effect,Track,Track,Track,unused,Projectile,Camera,Root,Projectile,Turn Off,Always,Draw,Realm,Persist,,,,,,,,,,
275,Streak of yellow with glow (1of 2),259,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
276,Swirls of yellow light (2 of 2 ),260,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
277,vfx_EART_Impact,118,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
278,Huge Explosion,261,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
279,Debuff Icon for Armor/defence ,262,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
280,Tactics actiavtion Icon,263,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
281,Grenade Barrage effect,264,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
282,Firey impact,265,fx_chest,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
283,Damage effect for Barb ,266,fx_chest,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
284,Grudge Barb Oribting runes,267,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
285,Large Flash grenade Bang,268,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
286,Fire DoT lingering,269,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
287,Shrapnel and hot aoe wave,270,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
288,Damage Barb / lingering genaric,271,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
289,Shrapnel and hot aoe wave ground,270,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
290,Big explosion with fire ring aoe,272,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
291,Big explosion for engineer bomb,273,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
292,Blast from a cannon,274,fx_muzzle,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
293,Sprint Activate,275,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
294,Red flare for Leg Shot,239,fx_muzzle,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
295,Red flare for Leg Shot,239,fx_mainhand,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
296,Red sonic For Orc Smash,276,fx_Head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
297,Large Rune AoE Orange,277,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
298,Large Rune AoE Blue,278,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
299,Blue Blast ring AoE,279,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
305,Yellow Blast Ring AoE,280,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
306,white Flare,281,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
307,Staff Empowerment,282,spell,0,100,1,1,0,,,,2,,,,,,,,,,,,,,,,
308,Wavey Aura Delayed White,283,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
309,Rune Brandish 1,284,spell,0,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
310,Life Rune changing to Streaks,285,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
311,Blue Rings Delayed,286,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
312,Time Bomb Explosion Frag,287,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
313,Oath Rune Stone Cast,288,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
314,Oath Rune Stone Used,289,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
315,Oath Rune Cast Sanctuary,290,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
316,Oath Rune Used Flakksons,291,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
317,Detaunt ,292,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
318,AOE_Thundering Blast,293,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
319,Rune Body Debuff,294,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
320,Movement Impairment,295,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
321,Silence Target,296,fx_mouth,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
322,Sapping Wave,297,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
323,Smoke Grenade Impact,298,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
324,Arrow Root Cast,299,fx_muzzle,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
325,Squig Cannon ball,300,AOE,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
326,Multi shot Conical attack,301,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
327,Mushroom Projectile,302,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
328,Spike Projectile,303,fx_muzzle,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
329,Morkain Pillar Mist,304,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
330,Orc Alter Mist,305,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
331,firepillar,306,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
332,fireimpact_light,307,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
333,fireimpact_med,308,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
334,Purifyingflames,309,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
335,fireshield,310,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
336,fireball,311,fx_mainhand,0,100,0,0,0,,11,,,,,,,,,,,,,,,,,,
337,searingembers,312,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
338,searingembers_Single,313,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
339,ClingingChaos,314,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
340,ClingingChaos_Legs,315,fx_foot_R,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
341,ClingingChaos_Legs,315,fx_foot_L,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
342,ChaosFireball_Blue,316,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
343,EmpireHeal_AfterTwinkle,317,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
344,EmpireHeal_TwistingStreaks,318,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
345,EmpireHeal_light,319,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
346,EMP_HammerGlow,320,spell,-1,100,1,0,0,,,,1,,,,,,,,,,,,,,,,
347,EMP_FootRing,321,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
348,EMP_HammerDrawIn,322,spell,-1,100,1,0,0,,,,1,,,,,,,,,,,,,,,,
349,OrcAltarEnergy_Looping,323,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
350,ChaosHeal_Light,324,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
351,ChaosHeal_TwistingStreaks,325,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
352,ChaosHeal_Aftertwinkles,326,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
353,ChaosDarkGlory,327,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
355,RendingWinds,330,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
356,ChaosFireball_Red,331,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
357,FireCage,332,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
358,FirePillar_Gray,329,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
359,FireBallBuildup_Blue,333,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
360,FireBallBuildup,334,fx_mainhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
361,spark cast_Hand,368,fx_mainhand,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
362,Melt armor,335,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
363,BWStaffBuild,336,spell,-1,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
364,BWStaffFlareup,337,spell,0,100,1,1,0,,,,2,,,,,,,,,,,,,,,,
365,BWStaffFirering,338,spell,0,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
366,BWStaffFireCrawl,339,spell,0,100,1,1,0,,,,2,,,,,,,,,,,,,,,,
367,BWhandFireCrawl,339,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
368,BW Hand cast,337,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
369,BW flash cast,307,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
370,AcidImpact_Ground,350,root,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
371,HugeTowerCast,351,root,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
372,ChaosFireball_Green,352,fx_mainhand,0,100,0,1,0,,11,,,,,,,,,,,,,,,,,,
373,ChaosFireball_Yellow,353,fx_mainhand,0,100,0,1,0,,11,,,,,,,,,,,,,,,,,,
374,FireBallBuildup_Green,354,fx_mainhand,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
375,FireBallBuildup_Red,355,fx_mainhand,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
376,FireBallBuildup_Yellow,356,fx_mainhand,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
377,ChaosFireball_Green_Holding,357,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
378,ChaosFireball_Red_Holding,358,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
379,ChaosFireball_Yellow_Holding,359,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
380,ChaosFireball_Blue_Holding,360,fx_mainhand,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
381,FlameImpact_Red,361,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
382,FlameImpact_Blue,362,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
383,FlameImpact_Yellow,363,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
384,FlameImpact_Green,364,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
385,AcidImpact_wall,365,root,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
386,FireBallBuildup_Blue_Staff,333,spell,-1,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
387,ChaosBuildup,366,spell,-1,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
388,AcidGeyser,367,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
389,Chaos_Flash01_Staff,368,spell,0,100,1,0,0,,,,2,,,,,,,,,,,,,,,,
390,Malestrom AoE,369,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
391,Chaos Zap Projectile,370,spell,0,100,0,0,0,,1,,2,,,,,,,,,,,,,,,,
392,Large fireball with impact,371,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
393,PH_Stun,372,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
394,PH_Snare,373,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
395,PH_SetBack,374,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
396,PH_Root,375,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
397,PH_Projectile,376,fx_Head_top_NA,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
398,PH_Looping,377,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
399,PH_KnockDown,378,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
400,PH_KnockBack,379,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
401,PH_Impact,380,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
402,PH_Healing,381,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
403,PH_Haste,382,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
404,PH_DOT,383,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
405,PH_DeBuff,384,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
406,PH_Casting,385,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
407,PH_Burn,386,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
408,PH_Buildup,387,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
409,PH_Buff,388,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
420,PH_Aura,389,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
421,PH_AOE,390,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
422,PH_Activate,391,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
423,PH_VFX,392,fx_Head_top_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
424,Waterfall Barrel,393,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
425,DBUFF_Inflammability,394,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
426,Fire Breath attack 2,395,fx_mouth,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
427,BUFF_Burnout,396,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
428,AOE_Meteor Shower,397,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
429,BUFF_Flames of Rhuin,398,spell,0,100,1,0,0,,,,1,,,,,,,,,,,,,,,,
430,DBUF_ Distracting burst,399,fx_Head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
431,Flame Spout,400,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
432,AOE_Powerburn,401,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
433,DBUF_Powerburn,402,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
434,Full Staff Activate,403,spell,0,100,1,1,0,,,,2,,,,,,,,,,,,,,,,
435,Fireball Impact,404,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
436,Weight of Guilt Impact,405,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
437,Weight of Guilt Status,406,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
438,Healing Hands,407,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
439,Warrior Priest Build Aura,408,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
440,Warrior Priest Cast Light,409,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
441,WP_Impact_Smite,410,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
442,WP_Impact_Judgment,411,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
443,WP_Impact_Wave_Righteousness,412,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
444,Warrior Priest Group Heal,413,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
445,WP_Impact_Righteousness,414,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
446,Warrior Priest Hammer Flare,415,spell,0,100,1,0,1,,,,1,,,,,,,,,,,,,,,,
447,BUFF_Prayer_Absolution,416,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
448,Raise_BreathofSigmar,417,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
449,Hammer Build Swing,418,spell,0,100,1,1,1,,,,1,,,,,,,,,,,,,,,,
450,vfx_Weapontrail_Holy,419,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
451,vfx_DeBuff_Harbringer,420,fx_Head_top_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
452,Dark Medicine,421,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
453,Dark Cleansing,422,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
454,Mark of TzeetchesWill,423,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
455,Proj_Purple Potion,424,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
456,vfx_Weapontrail_Purple,425,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
457,Ritual Ring Blue,426,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
458,Ritual Ring Red,427,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
459,vfx_Invoke_orangefire,428,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
460,vfx_damage_Buff_Exhaustive,429,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
461,vfx_damage_DeBuff_Exhaustive,430,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
462,vfx_RVR_PulsingRingDecal,431,fx_ground,0,100,0,0,0,,,,,,,1,,,,,,,,,,,,,
463,DoT_Demon Spittle,432,fx_torso_NA,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
464,Red Potion Bottle,433,fx_mainhand,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
465,Ritual Heal ,434,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
466,Ritual Damage,435,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
467,Ritual Buff,436,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
468,Ritual Debuff,437,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
469,Mark of Darkness,438,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
470,Mark of Demonic Hero,439,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
471,PROJ_Dark Energy,440,fx_offhand,0,100,0,0,0,,11,,,2,,,,,,,,,,,,,,,
472,Tzeentch Energy Shield,441,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
473,Large Claw Slashes,442,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
474,LOOP Ritual Ring Blue,443,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
475,LOOP Ritual Ring Red,444,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
476,fetish_Buildup01,445,fx_offhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
477,fetish_Cast01,446,fx_offhand,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
478,Deamon_Spittle_Build,447,fx_offhand,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
479,Deamon_Spittle,448,fx_mouth,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
480,Demonspittle Spray,449,fx_mouth,-1,100,1,1,0,,,,,,,,,,,,,,,,,,,,
481,PROJ_Blue Potion Bottle,450,fx_mainhand,0,100,0,0,0,,1,,,,,,,,,,,,,,,,,,
482,Flameshield impact,451,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
483,Zealot Res effect,452,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
484,Zealot Res effect Cast,453,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
485,RVR Orbiting Skull,454,fx_torso_NA,-1,100,1,0,0,,,,,,,1,,,,,,,,,,,,,
486,RVR Objective Light,455,fx_ground,-1,100,1,0,1,,,,,,,1,,,,,,,,,,,,,
487,RVR Dropped Skull,456,root,-1,100,0,0,0,,,,,,,1,,,,,,,,,,,,,
488,Magus Disk Effects,457,Attach_Disc,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
489,Chaos_Flash02_Orange,458,fx_mainhand,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
490,Flameing Arrow Projectile(LANCE),131,fx_muzzle,0,100,0,0,0,,11,,,,,,,,,,,,,,,,,,
491,Large Orc Head,459,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
492,DeBuff_Rust_Impact,460,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
493,Flameing Arrow Projectile High Arc,461,fx_muzzle,0,100,0,0,0,,4,,,,,,,,,,,,,,,,,,
494,IMPACT_Blood Left to Right,462,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
495,IMPACT_Blue Ring Flash,463,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
496,IMPACT_Double Blue Ring Flash,464,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
497,IMPACT_Green Flash,465,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
498,IMPACT_Orange Knockback,466,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
499,IMPACT_Purple Flash,467,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
500,IMPACT_Red Flash,468,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
501,IMPACT_White Flash,469,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
502,vfx_Weapontrail_Purple_Long,470,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
503,Shout Dirt Gust Behind,471,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
504,Shout Dirt Gust Front,472,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
505,Shout Mouth Cone,473,fx_mouth,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
506,Target_Taunt01_Looping,474,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
507,Buff_Taunt01_Looping,475,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
508,Guard Defend,476,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
509,Guard Absorb,477,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
510,Snare_Break01,478,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
511,Target_Taunt02,479,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
512,Buff_Taunt02,480,fx_Head_top_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
513,AOE_Orcish Green,481,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
514,SNARE_Orc,482,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
515,ROOT_Rocks,483,fx_ground,-1,100,1,0,0,,,1,,,,,,,,,,,,,,,,,
516,Basic shout Cone,484,fx_head,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
517,Dustring with Cracks,485,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
518,vfx_Weapontrail_Green_Long,486,WT,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
519,Impact_Stars,487,bip01,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
520,CAST_Stomp,488,bip01 L Foot,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
521,Impact_BigSmashin,489,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
522,Impact_Groin,490,bip01,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
523,Waagh Status remove,491,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
524,Tester0001,492,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
525,PROJ_Bullet_Dark,493,fx_muzzle,0,100,0,0,0,,11,,,,,,,,,,,,,,,,,,
526,Explo_Landmine,494,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
527,buildup_ground,495,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
528,Large Rune AoE Blue - TEST Ground,278,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
529,CAST_Halt_Ring&Energy,496,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
530,CAST_HALT_Rune_Life,497,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
531,CAST_HALT_StaffLight,498,spell,0,100,1,1,1,,,,2,,,,,,,,,,,,,,,,
532,CAST_Runering&Light,499,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
533,HEAL Heal Over time,500,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
534,HEAL Light no Rune,501,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
535,AOE Healing Light Decal,502,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
536,CAST_HALT_Rune_Striking,503,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
537,CAST_Halt_Ring&Electric,504,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
538,Lightning Strike ,505,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
539,CAST_Halt_FireRing&Rune,506,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
540,Sundering Fissure ,507,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
541,rune_Sbinding,508,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
542,rune_Smiting,509,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
543,rune_adamant,510,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
544,buildup_ring01,511,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
545,buildup_ring02,512,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
546,buildup_ring03,513,fx_ground,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
547,AOE RuneRing Striking,514,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
548,Single lightning Strike(For AoE),515,fx_ground,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
549,ROOT Rune Electric,516,fx_ground,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
550,GUARD_DW_Absorb,517,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
551,GUARD_DW_Defense,518,fx_torso_NA,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
552,Defense Buff DW,519,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
553,IMPACT_Large Blood,520,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
554,Dispel Movement Impairment,521,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
555,STANCE_Inspiration,522,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
556,STANCE_Stone,523,fx_ground,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
